ID,designation_header,strain_number_header,is_type_strain_header,species,domain,phylum,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID
8131,"4BO2, 4B02","CCUG 50766, DSM 14964, CIP 107468, JCM 18991, CCM 7196, GTC 3697, KCTC 12414, NBRC 112580",1,Acinetobacter bouvetii,Bacteria,Pseudomonadota,aerobe,1120925.3,1120925
,,,,,,,obligate aerobe,1120925.4,1120925
,,,,,,,,202951.3,202951
,,,,,,,,202951.7,202951
,,,,,,,,2517093005,1120925
,,,,,,,,2565956682,1120925
,,,,,,,,2660238193,202951
8140,5YN5-8,"DSM 18516, CIP 110357, KACC 11602, CCUG 61636, CIP 110501, ANC 4119",1,Acinetobacter brisouii,Bacteria,Pseudomonadota,aerobe,1341683.3,1341683
,,,,,,,obligate aerobe,1341683.5,1341683
,,,,,,,,2579778708,1341683
,,,,,,,,2657245517,1341683
8057,,"DSM 30006, ATCC 23055, CIP 81.08, CIP 81.8, LMD 22.16, CCUG 12804, LMG 1046, IFO 13718, Delft L360, JCM 6842, CECT 441, IAM 12087, KCTC 2357, LMG 10511, NBIMCC 3730, NBRC 13718, NCCB 22016, NCIMB 10694, NCTC 12983, VTT E-981117, LMD 98116",1,Acinetobacter calcoaceticus,Bacteria,Pseudomonadota,obligate aerobe,2534682017,981331
,,,,,,,,2547132303,981331
,,,,,,,,2660238279,471
,,,,,,,,471.18,471
,,,,,,,,471.46,471
,,,,,,,,981331.3,981331
,,,,,,,,981331.5,981331
155464,,"CCUG 57816, LMG 10517",0,Acinetobacter calcoaceticus,Bacteria,Pseudomonadota,aerobe,575585.3,575585
,,,,,,,obligate aerobe,,
164592,WCHAc060005,"JCM 33509, CCTCC AB 2019139, GDMCC 1.1622",1,Acinetobacter chengduensis,Bacteria,Pseudomonadota,aerobe,RCHC00000000,2420890
,,,,,,,obligate aerobe,,
140537,,"CCM 8641, CIP 110478, CCUG 67966, CNCTC 7573, DSM 107593, NIPH 2036",1,Acinetobacter colistiniresistens,Bacteria,Pseudomonadota,aerobe,1217696.3,280145
,,,,,,,obligate aerobe,2565956665,280145
141331,,"CCUG 887, ATCC 17905, NCTC 10304, CIP 64.2, CNCTC 7582, NIPH 1860",0,Acinetobacter colistiniresistens,Bacteria,Pseudomonadota,facultative anaerobe,1217694.3,1217694
,,,,,,,obligate aerobe,2547132309,981224
,,,,,,,,2565956660,1217694
,,,,,,,,981224.3,72607
139534,,"CIP 110480, NIPH 3623, ANC 3623, CCUG 67960, CCM 8635",1,Acinetobacter courvalinii,Bacteria,Pseudomonadota,aerobe,1217698.3,1217698
,,,,,,,obligate aerobe,2565956649,1217698
,,,,,,,,280147.3,280147
,,,,,,,,280147.4,280147
140606,WCHA30,"KCTC 52503, GDMCC 1.1101, CCTCC AB 2016203, DSM 107594",1,Acinetobacter defluvii,Bacteria,Pseudomonadota,obligate aerobe,2767802242,1871111
133175,JVAP01,"CECT 9134, LMG 29605",1,Acinetobacter lactucae,Bacteria,Pseudomonadota,aerobe,2690315737,1785128
,,,,,,,obligate aerobe,,
139491,,"CIP 110481, NIPH 1867, CCUG 34437",0,Acinetobacter dispersus,Bacteria,Pseudomonadota,aerobe,1217702.3,1217702
,,,,,,,obligate aerobe,2565956659,1217702
140912,114,"CCUG 65204, DSM 27228",1,Acinetobacter equi,Bacteria,Pseudomonadota,aerobe,1324350.3,1324350
,,,,,,,obligate aerobe,2648501117,1324350
130452,UG 60467,"CCUG 68482, DSM 28097, ANC 4275, LMG 27960",1,Acinetobacter gandensis,Bacteria,Pseudomonadota,aerobe,1443941.6,1443941
,,,,,,,obligate aerobe,,
8132,"9AO1, 9A01","DSM 14967, CIP 107464, CCM 7197",1,Acinetobacter gerneri,Bacteria,Pseudomonadota,facultative anaerobe,1120926.3,1120926
,,,,,,,obligate aerobe,2565956694,1120926
8097,O1,"DSM 590, ATCC 11171, CCUG 2491, CIP 63.46, LMG 988, NCIB 8250, NCIMB 8250",1,Acinetobacter guillouiae,Bacteria,Pseudomonadota,aerobe,106649.19,106649
,,,,,,,obligate aerobe,1217655.3,1217655
,,,,,,,,2565956705,1217655
136752,,"CIP 110451, NIPH 230, CCUG 56138",0,Acinetobacter gyllenbergii,Bacteria,Pseudomonadota,aerobe,1217658.3,1217658
,,,,,,,obligate aerobe,2565956703,1217658
8092,2446/60,"DSM 6962, ATCC 17906, CIP 64.3, NCTC 10305, CCUG 888, KCTC 12404, CCM 2358, LMG 996, NCIMB 12458",1,Acinetobacter haemolyticus,Bacteria,Pseudomonadota,aerobe,1217659.3,1217659
,,,,,,,facultative anaerobe,2537561554,1217659
,,,,,,,obligate aerobe,2582581441,1217659
,,,,,,,,29430.12,29430
,,,,,,,,29430.62,29430
137495,,"CIP 64.4, ATCC 17907, NCTC 10306, CCUG 891",0,Acinetobacter haemolyticus,Bacteria,Pseudomonadota,aerobe,29430.61,29430
,,,,,,,obligate aerobe,,
137522,,"CIP 70.27, ATCC 19194",0,Acinetobacter haemolyticus,Bacteria,Pseudomonadota,aerobe,647000202,707232
,,,,,,,obligate aerobe,707232.3,707232
8148,A648,"DSM 25388, CCM 7832, CIP 110367, MTCC 10660, CCUG 69702, ANC 4215",1,Acinetobacter indicus,Bacteria,Pseudomonadota,aerobe,1341679.3,1341679
,,,,,,,facultative anaerobe,1341679.5,1341679
,,,,,,,obligate aerobe,2579779046,1341679
,,,,,,,,2663763131,1341679
131299,1NM-4,"DSM 100979, CCTCC AB 2014199, GIMCC 1.656, KCTC 42012, CCUG 69701, CIP 111486",0,Acinetobacter indicus,Bacteria,Pseudomonadota,aerobe,2916672942,756892
,,,,,,,obligate aerobe,756892.24,756892
139603,,"CIP 53.82, ATCC 17976",0,Acinetobacter indicus,Bacteria,Pseudomonadota,aerobe,1144671.3,1144671
,,,,,,,obligate aerobe,2565956663,1144671
,,,,,,,,756892.117,756892
8088,3865/60,"DSM 6963, ATCC 17909, CIP 64.6, NCTC 10308, CCUG 19095, NCTC 12154, LMG 999, NCIMB 12460",1,Acinetobacter johnsonii,Bacteria,Pseudomonadota,aerobe,1217663.3,1217663
,,,,,,,obligate aerobe,1217663.8,1217663
,,,,,,,,2537561556,1217663
,,,,,,,,2657245534,40214
,,,,,,,,40214.15,40214
,,,,,,,,40214.169,40214
,,,,,,,,40214.29,40214
,,,,,,,,40214.47,40214
138934,,"CIP 68.41, ATCC 9036, IAM 1517, LMG 983, NCDO 715, NCIMB 8154, JCM 20194, NBRC 102197",0,Acinetobacter johnsonii,Bacteria,Pseudomonadota,obligate aerobe,40214.62,40214
155468,,CCUG 57820,0,Acinetobacter johnsonii,Bacteria,Pseudomonadota,aerobe,575586.4,575586
8086,64.5,"DSM 6964, ATCC 17908, NCTC 10307, CCUG 889, KCTC 12406, CIP 64.5, CCM 2376, LMG 998, NCIMB 12459",1,Acinetobacter junii,Bacteria,Pseudomonadota,aerobe,40215.64,40215
,,,,,,,obligate aerobe,,
8087,17AO4,"CCUG 50767, DSM 14968, CIP 107470, CCM 7198",0,Acinetobacter junii,Bacteria,Pseudomonadota,aerobe,1217666.3,1217666
,,,,,,,facultative anaerobe,1217666.5,1217666
,,,,,,,obligate aerobe,2534682023,1217666
155469,,CCUG 57821,0,Acinetobacter junii,Bacteria,Pseudomonadota,aerobe,575587.3,575587
,,,,,,,obligate aerobe,,
133403,BRTC-1,"ACCC 19936, JCM 31367",1,Acinetobacter larvae,Bacteria,Pseudomonadota,aerobe,1789224.3,1789224
,,,,,,,obligate aerobe,2767802241,1789224
139049,,"CIP 70.36, ATCC 17987, NCTC 5867",0,Acinetobacter lwoffii,Bacteria,Pseudomonadota,aerobe,28090.77,28090
,,,,,,,obligate aerobe,,
139604,,CIP 102136,0,Acinetobacter lwoffii,Bacteria,Pseudomonadota,aerobe,1144665.3,1144665
,,,,,,,facultative anaerobe,2565956644,1144665
,,,,,,,obligate aerobe,,
139605,,"CIP 64.7, ATCC 17910, NCTC 10309",0,Acinetobacter lwoffii,Bacteria,Pseudomonadota,obligate aerobe,1144673.3,1144673
,,,,,,,,2565956647,1144673
139606,,"CIP 70.31, ATCC 9957, CCUG 61662, LMG 985, CNCTC Mi 3/65",0,Acinetobacter lwoffii,Bacteria,Pseudomonadota,aerobe,1217667.3,1311804
,,,,,,,obligate aerobe,2534682025,1311804
139612,,CIP 101966,0,Acinetobacter lwoffii,Bacteria,Pseudomonadota,aerobe,1144662.3,1144662
,,,,,,,obligate aerobe,2565956646,1144662
155467,,CCUG 57819,0,Acinetobacter lwoffii,Bacteria,Pseudomonadota,aerobe,575588.3,575588
163942,GC2,"JCM 31073, DSM 26953",0,Acinetobacter mesopotamicus,Bacteria,Pseudomonadota,aerobe,1538357.4,28090
,,,,,,,obligate aerobe,,
139492,,"CIP 110444, NIPH 236, CCUG 67964, CCM 8639",1,Acinetobacter modestus,Bacteria,Pseudomonadota,aerobe,1217711.3,1217711
,,,,,,,obligate aerobe,1776740.3,1776740
,,,,,,,,2565956686,1217711
130450,,"CCUG 68431, CIP 110549, DSM 29975, CECT 8127, LMG 26958, SAP 763.2",1,Acinetobacter nectaris,Bacteria,Pseudomonadota,aerobe,1392540.3,1392540
,,,,,,,obligate aerobe,2582580904,1392540
132120,,"DSM 102856, CCM 7791, CNCTC 7433, LMG 10619, NIPH 2119, CCUG 61663, RUH 2376, CIP 110470",1,Acinetobacter nosocomialis,Bacteria,Pseudomonadota,aerobe,106654.22,106654
,,,,,,,obligate aerobe,106654.265,106654
,,,,,,,,1217670.3,1217670
,,,,,,,,2537561557,1217670
,,,,,,,,2671180619,106654
155465,,"CCUG 57817, LMG 10617",0,Acinetobacter nosocomialis,Bacteria,Pseudomonadota,aerobe,575564.3,575564
157136,,"CCUG 69705, KCTC 23045, JCM 16667",0,Acinetobacter oleivorans,Bacteria,Pseudomonadota,aerobe,1148157.7,1148157
,,,,,,,obligate aerobe,2663763040,1148157
8139,,"DSM 16617, CCM 7030, CCUG 48866, LMG 21765, NIPH 384, LUH 4616, CIP 108168",1,Acinetobacter parvus,Bacteria,Pseudomonadota,facultative anaerobe,2547132305,981333
,,,,,,,obligate aerobe,2565956642,981333
,,,,,,,,981333.4,981333
,,,,,,,,981333.9,981333
134448,2288,CIP 102129,0,Acinetobacter parvus,Bacteria,Pseudomonadota,facultative anaerobe,1144664.3,1144664
,,,,,,,obligate aerobe,2565956675,1144664
139613,,CIP 102529,0,Acinetobacter parvus,Bacteria,Pseudomonadota,obligate aerobe,1144668.3,1144668
,,,,,,,,2565956674,1144668
158638,LW15,"MCCC 1K03337, CICC 24241, KCTC 62134, JCM 32101",1,Acinetobacter piscicola,Bacteria,Pseudomonadota,aerobe,2791355509,2006115
,,,,,,,facultative anaerobe,,
,,,,,,,obligate aerobe,,
8146,,"CCUG 61664, NCDC KC739, DSM 25618, ATCC 19004, CIP 70.29, LMG 1035, NIPH 519, RUH 2206",1,Acinetobacter pittii,Bacteria,Pseudomonadota,aerobe,1217672.3,1311774
,,,,,,,obligate aerobe,2537561555,1311774
,,,,,,,,2667527755,48296
,,,,,,,,48296.27,48296
,,,,,,,,48296.505,48296
155466,,CCUG 57818,0,Acinetobacter pittii,Bacteria,Pseudomonadota,aerobe,575565.3,575565
157137,,"KCTC 42611, CCUG 69708",0,Acinetobacter plantarum,Bacteria,Pseudomonadota,aerobe,40215.113,40215
,,,,,,,obligate aerobe,,
139427,,"CIP 110482, NIPH 809, CCUG 14818, CCUG 67965, CCM 8640",1,Acinetobacter proteolyticus,Bacteria,Pseudomonadota,aerobe,1217713.3,1776741
,,,,,,,facultative anaerobe,2565956687,1217713
,,,,,,,obligate aerobe,,
8096,FO-1,"DSM 6976, ATCC 43998, IAM 13186, CCUG 56440, CIP 103788, LMG 10613, JCM 9326, NBRC 102413, NCIMB 12753",1,Acinetobacter radioresistens,Bacteria,Pseudomonadota,aerobe,2529293101,981334
,,,,,,,obligate aerobe,2531839506,981334
,,,,,,,,2547132307,981334
,,,,,,,,981334.1,981334
,,,,,,,,981334.2,981334
,,,,,,,,981334.3,981334
,,,,,,,,981334.4,981334
,,,,,,,,981334.6,981334
,,,,,,,,981334.8,981334
,,,,,,,,981334.9,981334
155470,,CCUG 57822,0,Acinetobacter radioresistens,Bacteria,Pseudomonadota,aerobe,575589.3,575589
8147,G30,"DSM 24031, CCUG 57889, CECT 7818, LMG 26107, CIP 110305",1,Acinetobacter rudis,Bacteria,Pseudomonadota,aerobe,2671181009,632955
,,,,,,,obligate aerobe,632955.6,632955
8134,,"DSM 16038, CNCTC 6736, LMG 19576, NIPH 1034, CCUG 45560, KCTC 12409, CIP 107287, LUH 5832",1,Acinetobacter schindleri,Bacteria,Pseudomonadota,aerobe,1217988.3,1217988
,,,,,,,obligate aerobe,2565956681,1217988
139607,,CIP 101934,0,Acinetobacter schindleri,Bacteria,Pseudomonadota,aerobe,1144661.3,1144661
,,,,,,,obligate aerobe,2565956657,1144661
8138,SW-100,"CCUG 56483, KCTC 12260, DSM 16313, KTCC 12260, CIP 110591",1,Acinetobacter seohaensis,Bacteria,Pseudomonadota,aerobe,281376.12,281376
,,,,,,,obligate aerobe,,
23129,AK001,"DSM 19415, CIP 110587, CCUG 56015, CIP 110473, ANC 3649",1,Acinetobacter septicus,Bacteria,Pseudomonadota,aerobe,465797.3,465797
,,,,,,,obligate aerobe,,
159774,WCHAc060041,"CCTCC AB 2018118, GDMCC 1.1383, KCTC 62575",1,Acinetobacter sichuanensis,Bacteria,Pseudomonadota,aerobe,2814123059,2136183
,,,,,,,obligate aerobe,,
8143,"B1, CR11, IBFC2009","DSM 22956, JCM 15062, KCTC 22184, CCUG 59023, KCTC 22814, CIP 110264, CCTCC AB 209162",1,Acinetobacter soli,Bacteria,Pseudomonadota,aerobe,1217676.3,1217676
,,,,,,,obligate aerobe,2565956696,1217676
,,,,,,,,2660238584,487316
,,,,,,,,487316.5,487316
139608,,CIP 56.2,0,Acinetobacter sp.,Bacteria,Pseudomonadota,obligate aerobe,1144672.3,1144672
,,,,,,,,2565956668,1144672
141333,,"CCUG 996, CIP 70.18, NCDC KC727, ATCC 17988, LMG 1031",0,Acinetobacter higginsii,Bacteria,Pseudomonadota,obligate aerobe,1217700.3,1217700
,,,,,,,,2565956678,1217700
8133,4N13,"DSM 14970, CIP 107469, CCM 7199",1,Acinetobacter tandoii,Bacteria,Pseudomonadota,obligate aerobe,1120927.3,1120927
,,,,,,,,1120927.5,1120927
,,,,,,,,2556921011,1120927
,,,,,,,,2565956702,1120927
8130,7N16,"DSM 14971, CIP 107465, CCUG 50768, CCM 7200",1,Acinetobacter tjernbergiae,Bacteria,Pseudomonadota,aerobe,1120928.3,1120928
,,,,,,,obligate aerobe,1120928.5,1120928
,,,,,,,,202955.4,202955
,,,,,,,,2517572243,1120928
,,,,,,,,2565956679,1120928
,,,,,,,,2700989278,1120928
8123,AB1110,"DSM 14962, CIP 107472, CCUG 50769, CCM 7201",1,Acinetobacter towneri,Bacteria,Pseudomonadota,aerobe,1120929.3,1120929
,,,,,,,obligate aerobe,1120929.6,1120929
,,,,,,,,2556921621,1120929
,,,,,,,,2565956698,1120929
8135,,"CCUG 45559, ATCC BAA-617, KCTC 12410, CCM 7024, CIP 107286, DSM 16037, CNCTC 6735, LMG 19575, NIPH 137, LUH 3792",1,Acinetobacter ursingii,Bacteria,Pseudomonadota,aerobe,108980.91,108980
,,,,,,,facultative anaerobe,2547132306,981336
,,,,,,,obligate aerobe,2565956639,981336
,,,,,,,,981336.4,981336
,,,,,,,,981336.6,981336
8144,"RAG-1, Vaneechoutte ACI 403","KCTC 2702, BCRC 14357, DSM 23050, ATCC 31012, CCUG 45561, LMG 19082, LUH 3904, NIPH 1925, CIP 110063",1,Acinetobacter venetianus,Bacteria,Pseudomonadota,aerobe,2551306081,1191460
,,,,,,,obligate aerobe,2565956684,1191460
139493,,"CIP 110483, NIPH 2168, RUH 65, CCUG 67967, CCM 8642",1,Acinetobacter vivianii,Bacteria,Pseudomonadota,aerobe,1217706.3,1217706
,,,,,,,obligate aerobe,1776742.3,1776742
,,,,,,,,2565956661,1217706
159758,WCHA60,"CCTCC AB 2016204, GDMCC 1.1100, KCTC 52505",1,Acinetobacter wuhouensis,Bacteria,Pseudomonadota,aerobe,2767802240,1879050
24522,R46,"DSM 28448, CECT 7668, KCTC 23349",1,Actibacterium mucosum,Bacteria,Pseudomonadota,aerobe,1454373.5,1454373
,,,,,,,obligate aerobe,2576861736,1454373
,,,,,,,,2667527933,1454373
141146,JN33,"CGMCC 1.16012, KCTC 52653, DSM 109121",1,Actibacterium pelagium,Bacteria,Pseudomonadota,aerobe,2029103.7,2029103
,,,,,,,,2832254508,2029103
141055,LS-811,"BCRC 80823, JCM 30681",1,Actibacterium ureilyticum,Bacteria,Pseudomonadota,aerobe,2832212542,1590614
13192,"Y388=As 4.1159, Y-388","DSM 43889, IFO 14455, IMET 43868, JCM 6095, NBRC 14455, NRRL B-16252, CGMCC 4.1159, CIP 106755, KCCM 12121, VKM Ac-1271, AS 4.1159",1,Actinoalloteichus caeruleus,Bacteria,Actinomycetota,aerobe,1120930.3,1120930
,,,,,,,obligate aerobe,2524614639,1120930
,,,,,,,,2585427525,1120930
13194,,"DSM 45092, CGMCC 4.2500, CIP 109428, JCM 13436, HPA 177, BCRC 16835, NCIMB 14383, NRRL B-24537",1,Actinoalloteichus hymeniacidonis,Bacteria,Actinomycetota,obligate aerobe,2615840661,340345
,,,,,,,,2863033670,340345
,,,,,,,,340345.3,340345
,,,,,,,,340345.5,340345
13193,RMV-1378,"DSM 44848, JCM 12472, MTCC 6194, BCRC 16823, CBS 11706, CIP 109023, NBRC 102582, NCIMB 14384",1,Actinoalloteichus spitiensis,Bacteria,Actinomycetota,aerobe,1114962.3,1114962
,,,,,,,obligate aerobe,2563366745,1114962
11676,"11-61, P243","DSM 19761, ATCC 51571, CCUG 12396, CIP 103283, NCTC 11408",1,Actinobacillus capsulatus,Bacteria,Pseudomonadota,facultative anaerobe,1120931.3,1120931
,,,,,,,obligate aerobe,2519899771,1120931
11679,,"CIP 107665, DSM 22256, ATCC 49236, CCUG 41384, CIP 53.130, NCTC 4189",1,Actinobacillus lignieresii,Bacteria,Pseudomonadota,aerobe,2808606643,720
,,,,,,,obligate aerobe,720.4,720
138198,"NM305, NM 305","CIP 105314, CCUG 38923, DSM 113419",1,Actinobacillus minor,Bacteria,Pseudomonadota,facultative anaerobe,637911.3,637911
,,,,,,,obligate aerobe,,
11672,4074,"DSM 13472, ATCC 27088, CCM 5869, Shope 4074, CIP 100916, CCUG 41656",1,Actinobacillus pleuropneumoniae,Bacteria,Pseudomonadota,microaerophile,715.77,715
11683,"5, A51 and A65, K3844/C","DSM 22263, ATCC 15768, CCUG 27187, CIP 102633, NCTC 10851, Simmons K3844-C",1,Actinobacillus seminis,Bacteria,Pseudomonadota,microaerophile,2806310645,722
,,,,,,,obligate aerobe,2834290966,722
,,,,,,,,722.6,722
,,,,,,,,722.7,722
11687,130Z,"DSM 22257, ATCC 55618, CCUG 43843, CIP 106512",1,Actinobacillus succinogenes,Bacteria,Pseudomonadota,aerobe,339671.7,339671
,,,,,,,obligate aerobe,640753001,339671
11682,1276/61,"DSM 22433, ATCC 33415, CCM 5586, CCUG 11624, CIP 103354, NCTC 12996",1,Actinobacillus suis,Bacteria,Pseudomonadota,microaerophile,2597489880,743972
,,,,,,,obligate aerobe,2773858066,716
,,,,,,,,716.12,716
,,,,,,,,743972.3,743972
11670,3520/59,"DSM 5568, ATCC 25976, NCTC 10219, CCUG 2139, CIP 62.8, CCM 5774",1,Actinobacillus ureae,Bacteria,Pseudomonadota,microaerophile,649989900,887324
,,,,,,,obligate aerobe,887324.3,887324
132079,"FC1, FC3","DSM 100580, CSUR P1982",1,Actinobaculum massiliense,Bacteria,Actinomycetota,anaerobe,2811995073,202789
,,,,,,,microaerophile,,
144,,"DSM 20639, ATCC 33144, CCUG 19206, CIP 105361, LMG 18291, Soltys 50052",1,Actinobaculum suis,Bacteria,Actinomycetota,anaerobe,1657.8,1657
,,,,,,,obligate anaerobe,2675903157,1657
7797,CS5-AC17,"DSM 45178, JCM 16894, NBRC 107355, NRRL B-24660",1,Actinocatenispora rupis,Bacteria,Actinomycetota,aerobe,519421.3,519421
,,,,,,,obligate aerobe,,
7795,TT2-10,"DSM 44816, JCM 12343, PCU 235, BCRC 16831, CGMCC 4.5560, CIP 109347, NBRC 105041, NCIMB 14320",1,Actinocatenispora thailandica,Bacteria,Actinomycetota,aerobe,227318.3,227318
,,,,,,,obligate aerobe,,
132014,OB1,"DSM 45618, ATCC BAA-2771",1,Actinocrinis puniceicyclus,Bacteria,Actinomycetota,aerobe,977794.5,977794
,,,,,,,obligate aerobe,,
132668,MI503-A4,"DSM 45934, NBRC 109632",1,Actinocrispum wychmicini,Bacteria,Actinomycetota,aerobe,1213861.3,1213861
,,,,,,,obligate aerobe,2799112271,1213861
13511,Mar-39,"DSM 45114, CCM 7461, KCTC 19294, JCM 17965, NBRC 106985",1,Actinokineospora alba,Bacteria,Actinomycetota,aerobe,2775506708,504798
,,,,,,,obligate aerobe,504798.7,504798
13206,YU 961-1,"DSM 44650, IFO 16518, NBRC 16518, JCM 11646, CIP 107896",1,Actinokineospora auranticolor,Bacteria,Actinomycetota,obligate aerobe,2731957505,155976
24443,44EHW,"DSM 46700, BCC 53155, NBRC 108932",1,Actinokineospora bangkokensis,Bacteria,Actinomycetota,aerobe,2865852738,1193682
,,,,,,,facultative anaerobe,,
13199,,"DSM 44255, IFO 15665, JCM 9921, KCTC 9569, MTCC 2687, NBRC 15665, IMSNU 22098, NCIMB 13657, NRRL B-24047, VKM Ac-1984",1,Actinokineospora diospyrosa,Bacteria,Actinomycetota,aerobe,2596583538,103728
,,,,,,,obligate aerobe,,
13205,YU 924-101,"DSM 44649, IFO 16517, NBRC 16517, JCM 11647, CIP 107895",1,Actinokineospora enzanensis,Bacteria,Actinomycetota,obligate aerobe,1120934.3,1120934
,,,,,,,,2518285603,1120934
13200,,"DSM 44256, IFO 15664, JCM 9922, KCTC 9570, MTCC 2686, NBRC 15664, NCIMB 13658, NRRL B-24048, VKM Ac-1981",1,Actinokineospora globicatena,Bacteria,Actinomycetota,aerobe,2596583621,103729
,,,,,,,obligate aerobe,,
13202,,"DSM 44258, IFO 15663, JCM 9923, KCTC 9571, MTCC 2685, NBRC 15663, NCIMB 13659, NRRL B-24050, VKM Ac-1982",1,Actinokineospora inagensis,Bacteria,Actinomycetota,aerobe,1120935.3,1120935
,,,,,,,facultative anaerobe,2528768220,1120935
13204,,"DSM 44260, IFO 15668, JCM 9924, KCTC 9572, MTCC 2688, NBRC 15668, IMSNU 22094, NCIMB 13660, NRRL B-24049, VKM Ac-1983",1,Actinokineospora terrae,Bacteria,Actinomycetota,aerobe,155974.4,155974
,,,,,,,facultative anaerobe,2616644847,155974
16924,SF2197,"DSM 43919, IFO 14695, JCM 6250, NBRC 14695, CGMCC 4.2100, CIP 107393, HUT 6547, IMSNU 22157, IMSNU 22161, KCTC 9620, MTCC 2560, NCIMB 12618",1,Actinomadura atramentaria,Bacteria,Actinomycetota,aerobe,1120936.3,1120936
,,,,,,,obligate aerobe,2519899649,1120936
16996,3-46-b(3),"DSM 45347, JCM 13933, MTCC 8057",1,Actinomadura bangladeshensis,Bacteria,Actinomycetota,aerobe,2866640805,453573
,,,,,,,obligate aerobe,453573.3,453573
16988,3.24,"DSM 44772, AS 4.1522, IFO 16341, NBRC 16341, JCM 10667, CGMCC 4.1522, CIP 107903",1,Actinomadura catellatispora,Bacteria,Actinomycetota,aerobe,2870794168,95160
,,,,,,,facultative anaerobe,95160.4,95160
,,,,,,,obligate aerobe,,
158480,LHW63021,"DSM 106125, CCTCC AA 2018015",1,Actinomadura craniellae,Bacteria,Actinomycetota,aerobe,2856664274,2231787
,,,,,,,facultative anaerobe,,
130742,DLS-70,"DSM 45941, KCTC 29224",1,Actinomadura darangshiensis,Bacteria,Actinomycetota,aerobe,2866841126,705336
,,,,,,,obligate aerobe,705336.3,705336
16999,,"DSM 45200, CCTCC AA 208017, JCM 16896, YIM 61435",1,Actinomadura flavalba,Bacteria,Actinomycetota,aerobe,2518645623,561175
,,,,,,,obligate aerobe,561175.3,561175
16966,C-36820,"DSM 43997, ATCC 49059, IFO 14204, JCM 7474, NBRC 14204, BCRC 16355, CIP 105595, IFO 15870, IMSNU 22194, KCTC 9647, LMG 29178, NBRC 15870, NCIMB 12773, NRRL B-16984, VKM Ac-1954",1,Actinomadura formosensis,Bacteria,Actinomycetota,obligate aerobe,1220557.3,1220557
,,,,,,,,2731957572,1220557
,,,,,,,,2898624239,60706
16987,80-60,"DSM 44770, AS 4.1202, CIP 107902, DSM 43891, IFO 14668, JCM 6161, NBRC 14668, VKM Ac-1273, CGMCC 4.1202",1,Actinomadura glauciflava,Bacteria,Actinomycetota,obligate aerobe,2571042017,1449332
16929,"SSC 1256, 13-363","DSM 43764, ATCC 31588, CCRC 13146, IFO 14229, IMET 9741, JCM 3306, KCTC 9129, NBRC 14229, NCIMB 13755, NRRL 12069, NRRL B-16121, VKM Ac-874, BCRC 13416, CGMCC 4.2099, IMSNU 20006, MTCC 707, NRRL B-16261, BCRC 13146, IFO (now NBRC) 14229, SCC 1256",1,Actinomadura kijaniata,Bacteria,Actinomycetota,aerobe,1220561.3,1220561
,,,,,,,obligate aerobe,2731957573,1220561
,,,,,,,,651717042,46161
16981,"1065, A 10","DSM 43382, ATCC BAA-277, JCM 10674, CCUG 48293, IFM 0961, NBRC 106108",1,Actinomadura latina,Bacteria,Actinomycetota,aerobe,1220563.3,1220563
,,,,,,,obligate aerobe,2731957574,1220563
159574,NEAU-G17,"DSM 105122, CGMCC 4.7411",1,Actinomadura logoneensis,Bacteria,Actinomycetota,aerobe,2841009013,2293572
,,,,,,,obligate aerobe,,
16931,S-0203,"DSM 40398, ATCC 25469, CBS 702.69, CGMCC AS 4.1382, IFO 13057, ISP 5398, JCM 4203, KCC S-0203, KCC S-0491, NBRC 13057, RIA 1249, OEU 719, BCRC 16250, CECT 3283, CGMCC 4.1382, CGMCC 4.1516, CIP 105484, IMET 9672, IMSNU 20009, JCM 4491, KCTC 9341, NRRL B-12327, VKM Ac-1509",1,Actinomadura luteofluorescens,Bacteria,Actinomycetota,obligate aerobe,2844792859,46163
,,,,,,,,46163.3,46163
16932,"FD 25934, A-0287","DSM 43862, ATCC 31286, IFO 14102, IMET 9754, JCM 3287, KCC A-0287, NBRC 14102, BCC 49509, BCRC 13378, CGMCC 4.1513, CIP 105532, IMSNU 22164, KCTC 9342, MTCC 2559, NCIMB 14303, NRRL B-16124, TBRC 2223",1,Actinomadura macra,Bacteria,Actinomycetota,obligate aerobe,1220564.3,1220564
