"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,domain,"Oxygen tolerance","INSDC genome accesion","BV-BRC genome accession","IMG genome accession"
11503,,"DSM 1735, ATCC 27763, LMG 15707, VPI 6563-1, CIP 105291",1,"Paenibacillus durus",Bacteria,"facultative anaerobe",GCA_000756615,44251.7,2636415532
11607,"LGC-32714SD17, SD17","DSM 22254, CIP 108552, KCTC 10016BP, NBRC 100335, CIP 108599",1,"Paenibacillus elgii",Bacteria,"facultative anaerobe",GCA_004000865,1349776.3,2839866320
132397,SH7,"DSM 29760, CECT 8558",1,"Paenibacillus etheri",Bacteria,"facultative anaerobe",GCA_001012825,1306852.5,2654587519
11625,ZL,"DSM 21315, BCRC 17579, LMG 23577, CIP 110593, KCTC 13624",1,"Paenibacillus fonticola",Bacteria,"facultative anaerobe",GCA_000381905,1122918.3,2519899635
11648,,"DSM 22343, NCCB 100252, KFC 91, CIP 110200",1,"Paenibacillus glacialis",Bacteria,"facultative anaerobe",GCA_001637205,494026.3,2744054794
11495,"S93, B-14679","DSM 5162, ATCC 49278, IFO 15330, NBRC 15330, NCIB 12809, CCUG 28523, NRRL B-14679, CIP 106935, LMG 12239, NCIMB 12809",1,"Paenibacillus glucanolyticus",Bacteria,"facultative anaerobe",GCA_001632305,59843.4,2687453498
,,,,,,,GCA_004000885,1349777.4,8117228150
11559,"RSA 19, RSA19","DSM 15220, ATCC BAA-95, LMG 19080, CIP 107688",1,"Paenibacillus graminis",Bacteria,"facultative anaerobe",GCA_000758705,189425.5,2630968473
11549,"14, NRS-1356","DSM 11733, IFO 15959, JCM 9907, NBRC 15959, NCIMB 13573, NRRL NRS-1356, CCUG 50778, CIP 105253, LMG 18051, HSCC 309, KCTC 3760",1,"Paenibacillus illinoisensis",Bacteria,"facultative anaerobe",GCA_004000925,1349779.3,8117239364
24279,AM49,"DSM 27933, JCM 11465, KCTC 0766BP, BCRC 17343, CIP 108253",1,"Paenibacillus kribbensis",Bacteria,"facultative anaerobe",GCA_002240415,172713.11,2773857839
11563,"MB 1871, R-7191","DSM 15596, CIP 108827, LMG 21940",1,"Paenibacillus lactis",Bacteria,"facultative anaerobe",GCA_017873605,228574.6,2913370050
11592,"Med-540, 846","CCUG 28515, CIP 104618, DSM 7030, ATCC 9545, LMG 9820, NRRL B-2605",1,"Paenibacillus larvae",Bacteria,"facultative anaerobe",GCA_002003265,147375.4,2814123210
,,,,,,,GCA_002951875,147375.5,2849099867
11591,"670, NRS-1508","DSM 3615, ATCC 49843, LMG 6911, NCIMB 11201, NRRL B-3685, CCUG 52235, ATCC 13537, LMG 15974, NRRL B-3670, CIP 104990, NRS 1508",0,"Paenibacillus larvae",Bacteria,"facultative anaerobe",GCA_002007765,1477.13,2814123212
11469,160,"DSM 3035, ATCC 43898, LMG 11157, NCIMB 12780, CCUG 27414, NRRL NRS-666, CCM 3892, CIP 103118, JCM 9073, NRS 666, IFO 15380, KCTC 3456, NBRC 15380",1,"Paenibacillus lautus",Bacteria,"facultative anaerobe",GCA_004000945,1349780.3,8117245457
11475,"888, NRS-888","DSM 24, ATCC 8244, CCM 2012, CIP 66.19, IAM 12467, LMG 13281, NCIB 9368, NCTC 6355, CCUG 7423, LMG 6324, IAM 1227, NRS 888, JCM 2500, BCRC 14680, CECT 19, IFO 15307, KCTC 1822, NBRC 15307, NCFB 1764, NCIMB 9368, NRRL B-172, NRRL B-394, NRRL B-4267, VKM B-506, VTT E-81138, NCDO 1764",1,"Paenibacillus macerans",Bacteria,"facultative anaerobe",GCA_000746875,44252.3,2636416126
,,,,,,,GCA_004000965,1349781.5,8117252117
,,,,,,,GCA_900454495,44252.8,2904127458
11642,M4-2,"DSM 23149, JCM 14954, NCIMB 14397, CIP 110021",1,"Paenibacillus macquariensis subsp. defensor",Bacteria,"facultative anaerobe",GCA_001637215,467974.3,2744054793
11477,,"DSM 2, ATCC 23464, CIP 103269, LMG 6935, NCTC 10419, CCUG 37394, NCIMB 9934",1,"Paenibacillus macquariensis subsp. macquariensis",Bacteria,"facultative anaerobe",GCA_001637165,1468.3,2744054792
,,,,,,,GCA_900156375,948756.3,2681812895
11579,2301065,"KCTC 3991, DSM 16942, CCUG 48215, CIP 107939",1,"Paenibacillus massiliensis subsp. massiliensis",Bacteria,"facultative anaerobe",GCA_000377505,1122921.3,2517572189
11615,,"DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411",1,"Paenibacillus massiliensis subsp. panacisoli",Bacteria,"facultative anaerobe",GCA_000426545,1122922.3,2524614514
11609,C/2,"DSM 19248, CCM 4839, LMG 23002, CIP 109077",1,"Paenibacillus mendelii",Bacteria,"facultative anaerobe",GCA_024498075,206163.5,8054675236
133206,BL24,"NRRL B-51698, CCM 7577",1,"Paenibacillus methanolicus",Bacteria,"facultative anaerobe",GCA_008124765,582686.3,2675903012
11636,MX2-3,"DSM 22867, KCTC 13044, PCU 276, TISTR 1828",1,"Paenibacillus nanensis",Bacteria,"facultative anaerobe",GCA_003583765,393251.3,2968597927
11560,TOD45,"DSM 15391, ATCC BAA-93, LMG 19079, JCM 21743, IAM 15293, CIP 107685",1,"Paenibacillus odorifer",Bacteria,"facultative anaerobe",GCA_000758725,189426.6,2630968887
164567,,"JCM 33462, KCOM 3021, ChDC PVNT-B20",1,"Paenibacillus oralis",Bacteria,"facultative anaerobe",GCA_003863965,2490856.3,2881766583
133265,1DrF-4,"ACCC 19927, JCM 30486",1,"Paenibacillus oryzae",Bacteria,"facultative anaerobe",GCA_001675045,1844972.5,2791355222
159376,MS2379,"DSM 107750, ATCC TSD-165",1,"Paenibacillus ottowii",Bacteria,"facultative anaerobe",GCA_006874425,2315729.3,3004970105
11589,,"DSM 17399, CECT 5862, LMG 22192, PALXIL 04, CIP 108717",1,"Paenibacillus phyllosphaerae",Bacteria,"facultative anaerobe",GCA_014192105,274593.3,2824364704
11487,,"DSM 36, ATCC 842, BUCSAV 162, CCM 1459, JCM 2507, LMG 13294, NCIB 8158, NCTC 10343, CCUG 7426, BCRC 11168, CECT 155, CFBP 4258, CIP 66.22, HAMBI 1897, HAMBI 635, IAM 13419, IFO 15309, KCTC 3627, KCTC 3858, LMG 6319, NBRC 15309, NCFB 1774, NCIMB 8158, NRRL B-4317, VKM B-514, VTT E-97008, NCDO 1774",1,"Paenibacillus polymyxa",Bacteria,"facultative anaerobe",GCA_000217775,1036171.3,2547132099
,,,,,,,GCA_015710975,1406.267,8112414297
,,,,,,,GCA_022811565,1036171.12,8005874595
,,,,,,,GCA_900454525,1406.162,2907128583
,,,,,,,GCA_903797665,1036171.11,8119454613
11508,,"DSM 22700, ATCC 14706, CCUG 28881, CIP 106066, NCCB 75017, NRRL B-2309, KCTC 3806",1,"Paenibacillus popilliae",Bacteria,"facultative anaerobe",GCA_000315235,1212764.3,2537561634
11587,"CECAP06, CECAP06T","DSM 17254, CECT 5831, LMG 21955, CIP 108774",1,"Paenibacillus rhizosphaerae",Bacteria,"facultative anaerobe",GCA_014192015,297318.4,2824357598
11620,T27,"DSM 17841, CCBAU 10202, CIP 109632, KCTC 13697",1,"Paenibacillus sabinae",Bacteria,"facultative anaerobe",GCA_000612505,1268072.3,2576861424
11578,2301083,"DSM 16941, CCUG 48214, CIP 107938, KCTC 3993",1,"Paenibacillus sanguinis",Bacteria,"facultative anaerobe",GCA_000374825,1122925.3,2517572150
132619,DB13260,"DSM 28014, CGMCC 1.12769",1,"Paenibacillus segetis",Bacteria,"facultative anaerobe",GCA_014639155,1325360.3,2989760227
132640,LOOC204,"DSM 101953, JCM 30974, MAFF 516319",1,"Paenibacillus silagei",Bacteria,"facultative anaerobe",GCA_017874735,1670801.3,2913566476
133090,"DB 13031","DSM 28013, CGMCC 1.12770",1,"Paenibacillus silvae",Bacteria,"facultative anaerobe",GCA_014639235,1325358.4,8109716957
11656,S27,"DSM 23020, CGMCC 1.10238, CIP 110614",1,"Paenibacillus sophorae",Bacteria,"facultative anaerobe",GCA_000520675,682957.3,2579778832
,,,,,,,GCA_018966525,1333845.6,8110823445
,,,,,,,GCA_900110315,1333845.3,2617270876
11556,IS1,"DSM 14472, CCUG 45566, CIP 108130, KCTC 3931, KCTC 3994",1,"Paenibacillus stellifer",Bacteria,"facultative anaerobe",GCA_000758685,169760.4,2639763138
11626,V10537,"DSM 19942, BCRC 17757, CIP 110615",1,"Paenibacillus taichungensis",Bacteria,"facultative anaerobe",GCA_013359905,484184.9,8110794276
134006,THMBG22,"CGMCC 1.10966, NBRC 108766",1,"Paenibacillus taihuensis",Bacteria,"facultative anaerobe",GCA_003386535,1156355.6,2667527449
11604,G-soil-2-3,"DSM 18679, IAM 15414, LMG 23799, BCRC 17411, JCM 23198, CIP 109674, KCTC 13628",1,"Paenibacillus taiwanensis",Bacteria,"facultative anaerobe",GCA_000425125,1122926.3,2524614883
11622,A35,"DSM 21567, CCTCC AB 206026, IAM 15291, JCM 21741, CIP 109482",1,"Paenibacillus terrigena",Bacteria,"facultative anaerobe",GCA_000374845,1122927.3,2517572151
11502,1393,"DSM 7262, JCM 8360, NRRL B-4156, CCUG 28880, NCTC 12999, LMG 17412, CIP 104430, AHU 1393, AHU 1392, IFO 15656, KCTC 3764, LMG 17404, NBRC 15656, NCIMB 13158, NRRL: B-4156",1,"Paenibacillus thiaminolyticus",Bacteria,"facultative anaerobe",GCA_002161855,49283.4,2907177790
,,,,,,,GCA_007066085,49283.16,8005880292
11580,2301032,"DSM 16943, CCUG 48216, CIP 108005, KCTC 3995",1,"Paenibacillus timonensis",Bacteria,"facultative anaerobe",GCA_022427145,225915.5,8111039160
11554,,"DSM 14349, NCCB 100011, MOL 722, CIP 107817",1,"Paenibacillus turicensis",Bacteria,"facultative anaerobe",GCA_017873435,160487.3,2913360750
23180,xj7,"DSM 25190, CGMCC 1.11012, CIP 110618",1,"Paenibacillus typhae",Bacteria,"facultative anaerobe",GCA_900099765,1174501.3,2667527451
11654,N3/975,"DSM 21861, LMG 24790, CIP 110295",1,"Paenibacillus uliginis",Bacteria,"facultative anaerobe",GCA_900177425,1313296.3,2529292568
11601,"R-16776, B2517","DSM 18334, CIP 108306, LMG 22176, KCTC 3997",1,"Paenibacillus wynnii",Bacteria,"facultative anaerobe",GCA_000757885,268407.5,2617271335
830,,"DSM 520, ATCC 27380, CCUG 10978, NRRL NRS-1629",1,"Paenibacillus xerothermodurans",Bacteria,"facultative anaerobe",GCA_002220865,1977292.10,2791355494
11586,XIL14,"DSM 17255, CECT 5839, LMG 21957, CIP 109086",1,"Paenibacillus xylanilyticus",Bacteria,"facultative anaerobe",GCA_013359935,248903.5,2989708516
11998,N-05,"DSM 21991, JCM 14646, CGMCC 1.6503",1,"Paenisporosarcina antarctica",Bacteria,"facultative anaerobe",GCA_004367585,417367.3,2852116859
130825,KBP-21,"DSM 29672, BCRC 80514, KCTC 32182, LMG 27230",1,"Paludibacterium paludis",Bacteria,"facultative anaerobe",GCA_014652495,1225769.3,8064082079
,,,,,,,GCA_018802605,1225769.5,8001543224
140824,KJ031,"KCTC 42852, CECT 8976",1,"Paludibacterium purpuratum",Bacteria,"facultative anaerobe",GCA_004363805,1144873.3,2770939604
10525,5YN8-15,"DSM 18731, KACC 11601",1,"Paludibacterium yongneupense",Bacteria,"facultative anaerobe",GCA_000422925,1122928.3,2524023162
159698,Q4.6,"CGMCC 1.15703, KCTC 52466",1,"Pannonibacter carbonis",Bacteria,"facultative anaerobe",GCA_003012935,2067569.3,2833391513
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624, CIP 107962",1,"Pannonibacter phragmitetus",Bacteria,"facultative anaerobe",GCA_000382365,1122929.3,2521172637
5017,BD390,"DSM 25133, LMG 24248",1,"Pantoea allii",Bacteria,"facultative anaerobe",GCA_002095545,574096.3,2814123165
,,,,,,,GCA_002307475,574096.6,8119328356
4997,EB9,"DSM 17873, ATCC 33244, JCM 6986, LMG 2665, NCPPB 1846, CIP 105207, ICMP 1850, CFBP 3612, ENA 318",1,"Erwinia ananatis",Bacteria,"facultative anaerobe",GCA_000661975,1378093.3,2576861011
,,,,,,,GCA_000710035,1378093.4,2585427963
5008,"BD 871","DSM 23080, LMG 2558, NCPPB 1682",1,"Pantoea anthophila",Bacteria,"facultative anaerobe",GCA_006494375,470931.11,8118168641
5002,4778,"DSM 3873, ATCC 29267, LMG 2655, LMG 2657, PDDCC 1591-66, CIP 105195, NCPPB 3004, CFPB 3613, PDDCC 1591, ICPB EC 155",1,"Pantoea cypripedii",Bacteria,"facultative anaerobe",GCA_002095535,55209.3,2791355165
5009,"BD 767, R-31523","DSM 23079, BCC 109, LMG 24200",1,"Pantoea deleyi",Bacteria,"facultative anaerobe",GCA_002095375,470932.3,2791355166
,,,,,,,GCA_006494415,470932.7,8119333495
,,,,,,,GCA_022647325,470932.14,8115848698
5010,"BD 769, R-25678","DSM 23077, BCC 076, LMG 24197",1,"Pantoea eucalypti",Bacteria,"facultative anaerobe",GCA_006494355,470933.10,8112047470
,,,,,,,GCA_009646115,470933.11,8109444451
23003,"BD 943","DSM 26611, LMG 26273, BCC 571",1,"Pantoea rodasii",Bacteria,"facultative anaerobe",GCA_002095465,1076549.4,2802429580
,,,,,,,GCA_002811195,1076549.5,2871765707
5011,"BD 765, R-21566","DSM 23078, BCC 105, LMG 24199",1,"Pantoea vagans",Bacteria,"facultative anaerobe",GCA_004792415,470934.52,2844050306
23005,"BD 946","DSM 26586, BCC 682, LMG 26277",1,"Pantoea wallisii",Bacteria,"facultative anaerobe",GCA_002095485,1076551.3,8117269417
133179,CF1,"LMG 28690, CGMCC 1.15103",1,"Paraburkholderia caffeinilytica",Bacteria,"facultative anaerobe",GCA_003368325,1761016.3,2843952068
,,,,,,,GCA_014640695,1761016.8,8113132056
1943,KP23,"DSM 13646, ATCC 700977, CCUG 43663, CIP 106643, JCM 10599, LMG 19447, CCM 7121, CGMCC 1.10442",1,"Paraburkholderia kururiensis",Bacteria,"facultative anaerobe",GCA_000616025,1236956.7,2579778690
,,,,,,,GCA_003986935,984307.21,8116899607
,,,,,,,GCA_902833705,1236956.13,8111909995
1959,R-10964,"DSM 17165, CCT 6771, CCUG 46043, LMG 19450, IPT 101, CIP 107211",1,"Paraburkholderia sacchari",Bacteria,"facultative anaerobe",GCA_000785435,159450.116,2627854119
,,,,,,,GCA_000949385,1608357.5,2651869743
140306,IMT-305,"DSM 100048, CCM 8599, CIP 110902, LMG 28740",1,"Paracandidimonas soli",Bacteria,"facultative anaerobe",GCA_004342005,1917182.4,2802428855
166175,N24,"KCTC 62083, MCCC 1H00301",1,"Paracnuella aquatica",Bacteria,"facultative anaerobe",GCA_003332885,2268757.4,2845927660
140969,"11410, 011410","CFCC 14285, KCTC 42845",1,"Paracoccus aerius",Bacteria,"facultative anaerobe",GCA_014656455,1915382.3,8068895332
,,,,,,,GCA_016757275,2803913.3,8068899657
13715,L1,"DSM 6637, CIP 105051",1,"Paracoccus solventivorans",Bacteria,"facultative anaerobe",GCA_900142875,53463.8,2695420926
137365,"G 1212","CIP 108092, CCUG 46822, ATCC BAA-599, CCM 7173",1,"Paracoccus yeei",Bacteria,"facultative anaerobe",GCA_000622145,1446473.3,2558309104
141106,AFRC7-2-1,"MCCC 1A11748, KCTC 52632, NBRC 112785",1,"Paraferrimonas haliotis",Bacteria,"facultative anaerobe",GCA_002282895,2013866.3,2831996763
134209,Mok-106,"NBRC 101628, CIP 109284",1,"Paraferrimonas sedimenticola",Bacteria,"facultative anaerobe",GCA_002282855,375674.3,2831818083
,,,,,,,GCA_030159775,375674.5,8118670739
1430,"KP 1006, R-35637, NRS-81","DSM 2542, ATCC 43742, NCIB 11955, CCUG 28887, NRRL B-14233, CIP 106930, NRRL B-14516, NCIMB 11955",1,"Geobacillus thermoglucosidasius",Bacteria,"facultative anaerobe",GCA_000966225,1426.99,2627853848
,,,,,,,GCA_001295365,1426.100,2687453436
1449,"R-35642, SK-1","DSM 14590, KCTC 0306BP, LMG 23037, CIP 108270",1,"Parageobacillus toebii",Bacteria,"facultative anaerobe",GCA_014196095,1223503.9,2829804122
6582,,"DSM 13344, ATCC BAA-66, CCUG 43347, CIP 106482, LMG 17710, JCM 19618, NCIMB 13672",1,"Paralactobacillus selangorensis",Bacteria,"facultative anaerobe",GCA_001437205,81857.4,2663763515
1384,O15-7,"DSM 15140, JCM 21472, CIP 108014, IAM 15001, NBRC 100001, NRIC 0520, NBRC 10001",1,"Paraliobacillus ryukyuensis",Bacteria,"facultative anaerobe",GCA_003315295,200904.4,2770939501
140458,126C4,"KCTC 33762, MCCC 1H00136",1,"Paraliobacillus sediminis",Bacteria,"facultative anaerobe",GCA_003426055,1885916.4,2832623984
158503,X-1125,"DSM 107811, CGMCC 1.16464",1,"Paraliobacillus zengyii",Bacteria,"facultative anaerobe",GCA_003268595,2213194.3,2832932770
2386,CTT-37,"DSM 21750, NBRC 104352",1,"Paraoerskovia marina",Bacteria,"facultative anaerobe",GCA_000701465,1122933.3,2561511089
22956,H25-14,"DSM 25477, NBRC 108565",1,"Paraoerskovia sediminicola",Bacteria,"facultative anaerobe",GCA_030296575,1138587.3,8046802722
166116,FJ4-8,"KCTC 62640, CCTCC AB 2018052",1,"Pararcticibacter amylolyticus",Bacteria,"facultative anaerobe",GCA_003130405,2173175.3,2855554881
166450,AM505,"KCTC 62407, MCCC 1H00289",1,"Pararhodobacter oceanensis",Bacteria,"facultative anaerobe",GCA_003076755,2172121.3,2834139714
161846,,"JCM 16653, KCCM 43304, MEBiC 05444",1,"Parashewanella tropica",Bacteria,"facultative anaerobe",GCA_004358445,2547970.3,8083173982
11734,"68, A10, D1187, CNP 907","DSM 17480, ATCC 49633, CCUG 27189, CIP 103902, NCTC 10699, LPHL 5143/70",1,"Pasteurella mairii",Bacteria,"facultative anaerobe",GCA_900454475,757.3,2873991878
11729,W-9217,"DSM 16031, ATCC 43137, NCTC 10322, CIP 103286, CCUG 17976, LMG 2851",1,"Pasteurella multocida subsp. multocida",Bacteria,"facultative anaerobe",GCA_000754275,747.1398,2597490141
,,,,,,,GCA_002948995,747.738,2855238288
,,,,,,,GCA_900187275,747.510,2858524007
11738,Souchard,"DSM 23071, ATCC 51687, CCM 4731, CCUG 17977, CIP A125, NCTC 11995",1,"Pasteurella multocida subsp. septica",Bacteria,"facultative anaerobe",GCA_900454845,115545.23,2869029176
24132,LOOC260,"DSM 26202, CIP 110792, JCM 18461, KCTC 21044",1,"Paucilactobacillus hokkaidonensis",Bacteria,"facultative anaerobe",GCA_000829395,1193095.6,2651869714
,,,,,,,GCA_001311505,1291742.4,2728369688
,,,,,,,GCA_001437505,1193095.8,2660237970
5018,"G/39, G39","DSM 18077, ATCC 33260, CFBP 1526, CIP 105192, NCPPB 549, LMG 2386, ICPB EA 155",1,"Pectobacterium atrosepticum",Bacteria,"facultative anaerobe",GCA_000749905,29471.26,2740892408
5026,"UCPB 193","DSM 18076, CFBP 2122, NCPPB 2795, CIP 105193, LMG 2464, ICMP 4226, CFPB 2122",1,"Pectobacterium betavasculorum",Bacteria,"facultative anaerobe",GCA_000749845,55207.5,2740892410
5022,"BS 1008, 904, type 32011","DSM 30168, ATCC 15713, CCM 1008, NCPPB 312, CCUG 4907, ICMP 5702, CIP 82.83, LMG 2404",1,"Pectobacterium carotovorum",Bacteria,"facultative anaerobe",GCA_000749855,555.15,2740892407
,,,,,,,GCA_001039055,1267545.3,2630968984
,,,,,,,GCA_900129615,554.14,2695420962
5025,"SR91, SR 91","DSM 18074, ATCC 43316, CIP 105194, CFBP 3304, ICMP 9121, LMG 8404, NCPPB 3701, PDDCC 9121",1,"Pectobacterium wasabiae",Bacteria,"facultative anaerobe",GCA_000291725,1175631.4,2537561728
,,,,,,,GCA_000749865,55208.11,2773857957
6380,P-60,"DSM 20238, ATCC 8042, CCM 2425, NCDO 521, NCIMB 6990, NCIMB 7881, NCIMB 8018, NCIMB 8031, JCM 20119, ATU L-12, IAM 1233, IFO 3076, NBRC 3076, NCTC 6990, NISL 7202, CIP 54.167",0,"Pediococcus acidilactici",Bacteria,"facultative anaerobe",GCA_004355265,1254.155,2847224930
6396,Z-8,"DSM 17757, AS 1.3787, LMG 22956, JCM 14152, CGMCC 1.3787, KCTC 13055, NBRC 106103, CIP 108990",1,"Pediococcus cellicola",Bacteria,"facultative anaerobe",GCA_001438655,319652.3,2657245420
6395,"P06, PO6","DSM 14800, ATCC BAA-344, JCM 18046, KCTC 3811, BCRC 17600, CECT 7027, LMG 21948, VTT E-032355",1,"Pediococcus claussenii",Bacteria,"facultative anaerobe",GCA_000237995,701521.8,2511231169
,,,,,,,GCA_001436905,187452.24,2660237910
6385,236b,"CCUG 38496, DSM 20285, ATCC 49902, NCIMB 12564, JCM 12518, BCRC 12841, CCM 3451, CECT 4784, CGMCC 1.6505, CIP 102406, KCTC 3653, LMG 11409, NCFB 2932, VTT E-96661",1,"Pediococcus inopinatus",Bacteria,"facultative anaerobe",GCA_001438725,114090.3,2660238412
,,,,,,,GCA_002982135,114090.5,2806310833
6387,"S182, S 182","CCUG 28439, CCM 3450, DSM 20332, ATCC 19371, NCDO 1634, NCIB 9447, JCM 20450, BCRC 12575, CECT 813, CGMCC 1.2694, CIP 102262, IAM 12291, IFO 12235, JCM 5889, KCTC 3615, LMG 11486, NBRC 100673, NBRC 12235, NCIMB 9447, VKM B-1604",1,"Pediococcus parvulus",Bacteria,"facultative anaerobe",GCA_001437265,54062.4,2775507230
6393,,"DSM 20336, ATCC 33316, NCDO 990, WDCM 00158, CCUG 32205, JCM 5890, BCC 4305, BCRC 12843, CECT 4695, CGMCC 1.2695, CIP 102260, KCTC 3507, LMG 11488, NBRC 107768, NCIMB 12012, NCTC 12956, VTT E-88317, CCM 7796, CCRC 12843, NCFB 990",1,"Pediococcus pentosaceus",Bacteria,"facultative anaerobe",GCA_001437285,1255.14,2660238327
,,,,,,,GCA_029823395,1255.520,8116804061
6397,"FAIR-E-180, FAIR-E 180","DSM 18001, CCUG 51290, LMG 23082, CIP 109142, JCM 30772, BCRC 17601, NCIMB 14315, BFE 1652",1,"Pediococcus stilesii",Bacteria,"facultative anaerobe",GCA_001437075,331679.3,2667527983
134222,,"KCTC 12594, LMG 23400, Gsoil 042",1,"Pedobacter panaciterrae",Bacteria,"facultative anaerobe",GCA_013204795,363849.11,2996072888
134247,YM14-201,"MBIC 08272, IAM 15421, KCTC 13124, JCM 23202, NBRC 104203",1,"Pelagicoccus albus",Bacteria,"facultative anaerobe",GCA_014230145,415222.3,2994596991
158524,S5,"KCTC 33632, CGMCC 1.15177",1,"Pelagirhabdus alkalitolerans",Bacteria,"facultative anaerobe",GCA_900096905,1612202.4,2671180221
133247,YS-25,"KCTC 52203, CCTCC AB 2016051",1,"Pelobium manganitolerans",Bacteria,"facultative anaerobe",GCA_003609575,1842495.3,2886932500
166113,SM250,"KCTC 62861, VKM B-3274",1,"Pelomicrobium methylotrophicum",Bacteria,"facultative anaerobe",GCA_008014345,2602750.3,2936230654
24150,M75,"DSM 28407, CCUG 61472, LMG 26217",1,"Periweissella fabalis",Bacteria,"facultative anaerobe",GCA_012396505,1070421.3,2995986944
,,,,,,,GCA_023657345,1070421.7,8118488979
6859,"257, KDB-2008","DSM 21416, LMG 24289",1,"Periweissella fabaria",Bacteria,"facultative anaerobe",GCA_023657385,546157.7,8078173155
,,,,,,,GCA_918814575,546157.5,8068557336
6858,215,"DSM 19935, LMG 24286",1,"Periweissella ghanensis",Bacteria,"facultative anaerobe",GCA_023657365,467997.7,8118492951
,,,,,,,GCA_918814755,467997.5,8068555276
23016,,"DSM 27043, ATCC 12775, CFBP 3281, ICMP 745, LMG 2187, NCPPB 539, CCUG 32859",1,"Phaseolibacter flectens",Bacteria,"facultative anaerobe",GCA_000518745,1336237.3,2545555808
166483,LX32,"KCTC 62522, CCTCC AB 2018055",1,"Phenylobacterium soli",Bacteria,"facultative anaerobe",GCA_003254475,2170551.3,2837455513
11748,M1063U/93,"CCUG 47322, DSM 15746, NCTC 12872, CIP 106491",1,"Phocoenobacter uteri",Bacteria,"facultative anaerobe",GCA_900454895,146806.3,2887118680
17227,68,"DSM 19184, ATCC 25915, CCUG 16300, CIP 75.10, LMG 8455, NCIMB 1895, KCTC 12322",1,"Photobacterium angustum",Bacteria,"facultative anaerobe",GCA_000950005,661.5,2772190766
,,,,,,,GCA_003026365,661.37,2871188807
17223,,"DSM 7482, ATCC 33539, CCUG 13626, KCTC 12323, LMG 7892, CDC 2588-80, CIP 102761, NCIMB 2184",1,"Vibrio damselae",Bacteria,"facultative anaerobe",GCA_000176795,675817.3,647000291
,,,,,,,GCA_000950315,85581.9,2773857966
,,,,,,,GCA_003026815,38293.28,2858417275
17232,SL13,"DSM 21158, JCM 12947, KCTC 12384, CIP 108964",1,"Photobacterium frigidiphilum",Bacteria,"facultative anaerobe",GCA_003025615,264736.4,2873889650
17233,FR1311,"DSM 22954, IMSNU 60287, JCM 12487, KCTC 12328, CIP 109254, DSM 22358, NCIMB 14495",1,"Photobacterium ganghwense",Bacteria,"facultative anaerobe",GCA_001029455,320778.3,2713896764
,,,,,,,GCA_003025595,320778.6,2868869919
