sample name	collection date	geographic location (latitude and longitude)	elevation, meters	depth, meters	soil horizon	temperature	collection time, GMT	sample collection device	pH	sample linkage	mean annual precipitation	mean annual temperature	geographic location (country and/or sea,region)	broad-scale environmental context	local environmental context	ecosystem_type	ecosystem_subtype	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	GOLD Study ID	Genome Size  * assembled	Gene Count  * assembled	MetaBAT Bin Count  * assembled	dnaSampleID
DEJU_048-O-20230626-COMP	2023-06-26	63.881243 -145.753351	506.8	0 - 0.098	O horizon	6.2	18:45:00	brownie cutter	4.324093736	composite: DEJU_048-O-41-20230626,DEJU_048-O-23-20230626,DEJU_048-O-21-20230626	305 mm	-3 Cel	USA: AK, Southeast Fairbanks County	subpolar coniferous forest biome [ENVO:01000250]	area of evergreen forest [ENVO:01000843]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_048-O-20230626-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078359	Metagenome Analysis	Gs0166454	2493618522	3481900	50	DEJU_048-O-20230626-COMP-DNA1
HARV_001-O-20230705-COMP	2023-07-05	42.424246 -72.258285	190	0 - 0.035	O horizon	17.96666667	15:01:00	brownie cutter	4.095603824	composite: HARV_001-O-23-20230705,HARV_001-O-21-20230705,HARV_001-O-41-20230705	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_001-O-20230705-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300077117	Metagenome Analysis	Gs0166454	1470261938	2497782	8	HARV_001-O-20230705-COMP-DNA1
HARV_002-O-20230706-COMP	2023-07-06	42.478565 -72.259572	193.6	0 - 0.072	O horizon	18.3	14:54:00	brownie cutter	4.454443498	composite: HARV_002-O-23-20230706,HARV_002-O-39-20230706,HARV_002-O-21-20230706	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_002-O-20230706-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300077557	Metagenome Analysis	Gs0166454	1663962415	2755942	6	HARV_002-O-20230706-COMP-DNA1
HARV_004-O-20230705-COMP	2023-07-05	42.427091 -72.229737	199.7	0 - 0.065	O horizon	17.4	17:19:00	brownie cutter	4.514352005	composite: HARV_004-O-23-20230705,HARV_004-O-41-20230705,HARV_004-O-21-20230705	1199 mm	7.4 Cel	USA: MA, Worcester County	mixed forest biome [ENVO:01000198]	mixed forest [ENVO:01000431]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_004-O-20230705-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300077659	Metagenome Analysis	Gs0166454	1885273871	3210161	12	HARV_004-O-20230705-COMP-DNA1
HARV_005-O-20230710-COMP	2023-07-10	42.489469 -72.275158	189.8	0 - 0.049	O horizon	18.26666667	15:18:00	brownie cutter	3.804219943	composite: HARV_005-O-41-20230710,HARV_005-O-23-20230710,HARV_005-O-39-20230710	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_005-O-20230710-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076622	Metagenome Analysis	Gs0166454	2501091045	3865491	26	HARV_005-O-20230710-COMP-DNA1
HARV_013-O-20230704-COMP	2023-07-04	42.392282 -72.254598	184.6	0 - 0.041	O horizon	17.93333333	18:12:00	brownie cutter	4.105149412	composite: HARV_013-O-41-20230704,HARV_013-O-39-20230704,HARV_013-O-23-20230704	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_013-O-20230704-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300077660	Metagenome Analysis	Gs0166454	2466967714	4091338	17	HARV_013-O-20230704-COMP-DNA1
HARV_021-O-20230706-COMP	2023-07-06	42.45243 -72.250472	175.1	0 - 0.09	O horizon	17.33333333	12:46:00	brownie cutter	3.551161741	composite: HARV_021-O-39-20230706,HARV_021-O-23-20230706,HARV_021-O-41-20230706	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_021-O-20230706-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076623	Metagenome Analysis	Gs0166454	1787660406	2691997	36	HARV_021-O-20230706-COMP-DNA1
HARV_033-O-20230703-COMP	2023-07-03	42.538302 -72.175607	358.8	0 - 0.175	O horizon	15.56666667	15:08:00	brownie cutter	3.797687966	composite: HARV_033-O-21-20230703,HARV_033-O-41-20230703,HARV_033-O-39-20230703	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_033-O-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076649	Metagenome Analysis	Gs0166454	2069286475	3045278	29	HARV_033-O-20230703-COMP-DNA1
HARV_034-O-20230703-COMP	2023-07-03	42.535686 -72.177968	372.1	0 - 0.155	O horizon	14.53333333	13:35:00	brownie cutter	3.35108437	composite: HARV_034-O-39-20230703,HARV_034-O-23-20230703,HARV_034-O-41-20230703	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_034-O-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076650	Metagenome Analysis	Gs0166454	2634250425	4058469	27	HARV_034-O-20230703-COMP-DNA1
HARV_035-O-20230704-COMP	2023-07-04	42.539966 -72.178072	365.8	0 - 0.147	O horizon	16.5	14:14:00	brownie cutter	3.593545754	composite: HARV_035-O-41-20230704,HARV_035-O-21-20230704,HARV_035-O-23-20230704	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_035-O-20230704-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079393	Metagenome Analysis	Gs0166454	1281005606	1985328	17	HARV_035-O-20230704-COMP-DNA1
HARV_037-O-20230704-COMP	2023-07-04	42.537308 -72.179312	361.9	0 - 0.127	O horizon	16.26666667	15:26:00	brownie cutter	3.752667596	composite: HARV_037-O-23-20230704,HARV_037-O-41-20230704,HARV_037-O-21-20230704	1199 mm	7.4 Cel	USA: MA, Worcester County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_037-O-20230704-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079399	Metagenome Analysis	Gs0166454	744371490	1231252	7	HARV_037-O-20230704-COMP-DNA1
LENO_001-M-20230627-COMP	2023-06-27	31.824646 -88.177623	12.7	0 - 0.305	M horizon	24.4	15:32:00	auger	4.953455475	composite: LENO_001-M-21-20230627,LENO_001-M-39-20230627,LENO_001-M-41-20230627	1386 mm	18.1 Cel	USA: AL, Choctaw County	subtropical broadleaf forest biome [ENVO:01000201]	area of deciduous forest [ENVO:01000816]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_001-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079390	Metagenome Analysis	Gs0166454	1132100426	1911196	6	LENO_001-M-20230627-COMP-DNA1
LENO_002-M-20230629-COMP	2023-06-29	31.806908 -88.193888	12.2	0 - 0.31	M horizon	27	17:29:00	auger	4.883976345	composite: LENO_002-M-23-20230629,LENO_002-M-39-20230629,LENO_002-M-21-20230629	1386 mm	18.1 Cel	USA: AL, Choctaw County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_002-M-20230629-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076624	Metagenome Analysis	Gs0166454	1391181233	2335388	9	LENO_002-M-20230629-COMP-DNA1
LENO_003-M-20230629-COMP	2023-06-29	31.808316 -88.188214	9.8	0 - 0.3	M horizon	24.86666667	15:52:00	auger	4.940843836	composite: LENO_003-M-21-20230629,LENO_003-M-39-20230629,LENO_003-M-23-20230629	1386 mm	18.1 Cel	USA: AL, Choctaw County	subtropical broadleaf forest biome [ENVO:01000201]	area of deciduous forest [ENVO:01000816]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_003-M-20230629-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076621	Metagenome Analysis	Gs0166454	2405178657	3789739	24	LENO_003-M-20230629-COMP-DNA1
LENO_004-M-20230627-COMP	2023-06-27	31.821083 -88.182318	13	0 - 0.3	M horizon	25.36666667	18:49:00	auger	5.572736979	composite: LENO_004-M-21-20230627,LENO_004-M-23-20230627,LENO_004-M-39-20230627	1386 mm	18.1 Cel	USA: AL, Choctaw County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_004-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300077556	Metagenome Analysis	Gs0166454	1149165846	1989055	7	LENO_004-M-20230627-COMP-DNA1
LENO_005-M-20230627-COMP	2023-06-27	31.82786 -88.181484	13.5	0 - 0.31	M horizon	25.8	18:01:00	auger	5.876102243	composite: LENO_005-M-41-20230627,LENO_005-M-21-20230627,LENO_005-M-23-20230627	1386 mm	18.1 Cel	USA: AL, Choctaw County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_005-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300077115	Metagenome Analysis	Gs0166454	1326752224	2392805	10	LENO_005-M-20230627-COMP-DNA1
LENO_006-M-20230629-COMP	2023-06-29	31.814261 -88.187361	11	0 - 0.305	M horizon	25.23333333	14:46:00	auger	4.903716383	composite: LENO_006-M-21-20230629,LENO_006-M-41-20230629,LENO_006-M-39-20230629	1386 mm	18.1 Cel	USA: AL, Choctaw County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_006-M-20230629-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076641	Metagenome Analysis	Gs0166454	1454889038	2422488	14	LENO_006-M-20230629-COMP-DNA1
LENO_061-M-20230629-COMP	2023-06-29	31.857544 -88.163277	12.6	0 - 0.31	M horizon	24.9	12:41:00	auger	4.720742989	composite: LENO_061-M-21-20230629,LENO_061-M-23-20230629,LENO_061-M-41-20230629	1386 mm	18.1 Cel	USA: AL, Choctaw County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_061-M-20230629-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076642	Metagenome Analysis	Gs0166454	1645836639	2798251	11	LENO_061-M-20230629-COMP-DNA1
LENO_062-M-20230629-COMP	2023-06-29	31.857054 -88.161742	12	0 - 0.3	M horizon	24.93333333	14:25:00	auger	4.989388245	composite: LENO_062-M-41-20230629,LENO_062-M-39-20230629,LENO_062-M-23-20230629	1386 mm	18.1 Cel	USA: AL, Choctaw County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_062-M-20230629-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076648	Metagenome Analysis	Gs0166454	466852117	817221	2	LENO_062-M-20230629-COMP-DNA1
LENO_064-M-20230627-COMP	2023-06-27	31.854295 -88.160721	13	0 - 0.31	M horizon	24.13333333	18:14:00	auger	5.599583438	composite: LENO_064-M-21-20230627,LENO_064-M-39-20230627,LENO_064-M-23-20230627	1386 mm	18.1 Cel	USA: AL, Choctaw County	subtropical broadleaf forest biome [ENVO:01000201]	area of deciduous forest [ENVO:01000816]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lenoir Landing Park NEON Field Site, Alabama, USA - LENO_064-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300076644	Metagenome Analysis	Gs0166454	1471270137	2502347	9	LENO_064-M-20230627-COMP-DNA1
ONAQ_002-M-20230626-COMP	2023-06-26	40.193323 -112.464547	1688	0 - 0.3	M horizon	14.9	16:12:00	auger	7.680861867	composite: ONAQ_002-M-41-20230626,ONAQ_002-M-39-20230626,ONAQ_002-M-23-20230626	288 mm	9 Cel	USA: UT, Tooele County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_002-M-20230626-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078400	Metagenome Analysis	Gs0166454	1566240196	2670811	11	ONAQ_002-M-20230626-COMP-DNA1
ONAQ_004-M-20230627-COMP	2023-06-27	40.185938 -112.47248	1713.7	0 - 0.3	M horizon	23.6	19:45:00	auger	8.323033667	composite: ONAQ_004-M-23-20230627,ONAQ_004-M-39-20230627,ONAQ_004-M-41-20230627	288 mm	9 Cel	USA: UT, Tooele County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_004-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078361	Metagenome Analysis	Gs0166454	864897893	1480148	14	ONAQ_004-M-20230627-COMP-DNA1
ONAQ_005-M-20230627-COMP	2023-06-27	40.180775 -112.431854	1614.4	0 - 0.3	M horizon	18.9	16:00:00	auger	8.146420622	composite: ONAQ_005-M-41-20230627,ONAQ_005-M-39-20230627	288 mm	9 Cel	USA: UT, Tooele County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_005-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078401	Metagenome Analysis	Gs0166454	753151029	1346842	3	ONAQ_005-M-20230627-COMP-DNA1
ONAQ_008-M-20230626-COMP	2023-06-26	40.15854 -112.521574	1795.9	0 - 0.17	M horizon	25.46666667	20:51:00	auger	7.920257801	composite: ONAQ_008-M-23-20230626,ONAQ_008-M-41-20230626,ONAQ_008-M-21-20230626	288 mm	9 Cel	USA: UT, Tooele County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_008-M-20230626-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078365	Metagenome Analysis	Gs0166454	1688691329	2913308	9	ONAQ_008-M-20230626-COMP-DNA1
ONAQ_010-M-20230627-COMP	2023-06-27	40.201043 -112.497129	1903.7	0 - 0.3	M horizon	16	17:45:00	auger	7.704739047	composite: ONAQ_010-M-41-20230627,ONAQ_010-M-23-20230627,ONAQ_010-M-39-20230627	288 mm	9 Cel	USA: UT, Tooele County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_010-M-20230627-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078584	Metagenome Analysis	Gs0166454	1282840151	2257317	7	ONAQ_010-M-20230627-COMP-DNA1
ONAQ_041-M-20230622-COMP	2023-06-22	40.174021 -112.45284	1650.7	0 - 0.3	M horizon	16.5	16:39:00	auger	8.17896466	composite: ONAQ_041-M-41-20230622,ONAQ_041-M-23-20230622	288 mm	9 Cel	USA: UT, Tooele County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_041-M-20230622-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078366	Metagenome Analysis	Gs0166454	1377273915	2413398	8	ONAQ_041-M-20230622-COMP-DNA1
ONAQ_042-M-20230622-COMP	2023-06-22	40.176674 -112.456785	1663.7	0 - 0.3	M horizon	16.63333333	17:26:00	auger	8.163230479	composite: ONAQ_042-M-21-20230622,ONAQ_042-M-39-20230622,ONAQ_042-M-41-20230622	288 mm	9 Cel	USA: UT, Tooele County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_042-M-20230622-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078544	Metagenome Analysis	Gs0166454	1896178298	3288525	6	ONAQ_042-M-20230622-COMP-DNA1
