"","accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"60","RS_GCF_000380005.1",100,0.06,99.62,0,35.7808117577855,1877438,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus didelphis","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus didelphis","Scaffold","USA","GCA_000380005.1","none","Skin lesions; spleen; liver and lungs of nine opossums","representative genome",102886,1123301,"aerobe","aerobic"
"61","RS_GCF_002287375.1",100,0.27,98.67,0.89,37.2471254301882,4362047,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_D;Amphibacillaceae;Virgibacillus;Virgibacillus profundi","Bacteria","Bacillota","Bacilli","Bacillales_D","Amphibacillaceae","Virgibacillus","Virgibacillus profundi","Contig","Indian Ocean: Southwest Indian Ridge","GCA_002287375.1","none","marine sediments","representative genome",2024555,2024555,"aerobe","aerobic"
"62","RS_GCF_000423865.1",99.76,0,98.11,0,34.4309829780479,1871474,TRUE,"Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;Thermodesulfovibrionaceae;Thermodesulfovibrio;Thermodesulfovibrio thiophilus","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales","Thermodesulfovibrionaceae","Thermodesulfovibrio","Thermodesulfovibrio thiophilus","Scaffold","Japan","GCA_000423865.1","none","none","representative genome",340095,1123376,"anaerobe","anaerobic"
"63","RS_GCF_000238255.3",100,0.69,100,0.47,40.8616002018343,4752413,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas;Pseudoalteromonas spongiae","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Pseudoalteromonas","Pseudoalteromonas spongiae","Complete Genome","Hong Kong","GCA_000238255.4","none","none","representative genome",298657,1117319,"aerobe","aerobic"
"64","RS_GCF_003149745.1",99.98,0.02,99.34,0.71,37.6220213781039,3614652,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flagellimonas;Flagellimonas aquimarina","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flagellimonas","Flagellimonas aquimarina","Scaffold","South Korea: Seo san","GCA_003149745.1","none","sea weed","representative genome",2201895,2201895,"aerobe","aerobic"
"65","RS_GCF_001651805.1",100,0.49,100,0.07,58.7915728614333,5191608,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Balneatricaceae;Marinobacterium_A;Marinobacterium_A aestuarii","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Balneatricaceae","Marinobacterium_A","Marinobacterium_A aestuarii","Complete Genome","South Korea: Boryeong-si; brackishwater","GCA_001651805.1","none","brackish water","representative genome",1821621,1821621,"aerobe","aerobic"
"66","RS_GCF_003610355.1",100,2.13,99.84,1.93,39.8405994586834,6733110,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium detergens","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium detergens","Scaffold","none","GCA_003610355.1","none","none","representative genome",1145106,1145106,"aerobe","aerobic"
"67","RS_GCF_006335005.1",96.33,0.11,97.83,0.52,71.8854613183223,4483902,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides albidus","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides albidus","Scaffold","South Korea","GCA_006335005.1","none","garden soil","representative genome",1517589,1517589,"aerobe","aerobic"
"68","RS_GCF_004634215.1",96.08,0,99.15,0.21,63.9258570588372,3905537,TRUE,"Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus fonticola","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus fonticola","Contig","Hungary: Budapest","GCA_004634215.1","none","Diana-Hygieia radioactive thermal spring biofilm","representative genome",2528713,2528713,"aerobe","aerobic"
"69","RS_GCF_004310325.1",100,0.08,99.01,0.76,34.9906867097392,3807999,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Jejuia;Jejuia flava","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Jejuia","Jejuia flava","Contig","China: Weihai","GCA_004310325.1","none","sediment","representative genome",2527939,2527939,"obligate aerobe","aerobic"
"70","RS_GCF_000735345.1",100,0.09,99.66,0.16,53.895059131338,4867810,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Ewingella;Ewingella americana","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Ewingella","Ewingella americana","Contig","USA:Kentucky","GCA_000735345.1","none","human throat","na",41202,910964,"aerobe","aerobic"
"71","RS_GCF_000420025.1",93.06,0.65,99.14,0,74.4349701156007,4470560,TRUE,"Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Patulibacter;Patulibacter americanus","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Patulibacter","Patulibacter americanus","Contig","USA","GCA_000420025.1","none","none","representative genome",588672,1122939,"aerobe","aerobic"
"72","RS_GCF_000012885.1",100,0.7,99.35,0.65,55.1137471824737,3665893,TRUE,"Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea;Syntrophotalea carbinolica","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Syntrophotaleaceae","Syntrophotalea","Syntrophotalea carbinolica","Complete Genome","none","GCA_000012885.1","none","none","representative genome",19,338963,"anaerobe","anaerobic"
"73","RS_GCF_004339675.1",99.98,0.64,100,0.6,67.2798513233839,3665949,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;Rhodovulum steppense","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","Rhodovulum steppense","Contig","none","GCA_004339675.1","none","none","representative genome",540251,540251,"aerobe","aerobic"
"74","RS_GCF_901538355.1",96.35,0.18,95.23,2.27,58.1137043747237,6690754,TRUE,"Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Tuwongella;Tuwongella immobilis","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Tuwongella","Tuwongella immobilis","Complete Genome","Australia","GCA_901538355.1","none","Lake water","representative genome",692036,692036,"aerobe","aerobic"
"75","RS_GCF_001654865.1",100,0,100,0.21,49.4880480708539,4803576,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Buttiauxella;Buttiauxella noackiae","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buttiauxella","Buttiauxella noackiae","Contig","Australia","GCA_001654865.1","none","snail","na",82992,1354255,"aerobe","aerobic"
"76","RS_GCF_900155945.1",98.67,0.71,99.57,0.36,55.5805535740922,4680330,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Balneatricaceae;Marinobacterium;Marinobacterium stanieri","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Balneatricaceae","Marinobacterium","Marinobacterium stanieri","Scaffold","none","GCA_900155945.1","none","none","representative genome",49186,49186,"obligate aerobe","aerobic"
"77","RS_GCF_000173775.1",100,0.2,99.6,0.16,46.970939979312,4317478,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Yersinia;Yersinia rohdei","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Yersinia","Yersinia rohdei","Contig","none","GCA_000173775.1","none","none","na",29485,527004,"aerobe","aerobic"
"78","RS_GCF_003316695.1",99.99,0.34,99.19,0.41,27.0342493299797,2426792,TRUE,"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter vitoriensis","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","Aliarcobacter vitoriensis","Contig","Spain","GCA_003316695.1","none","none","representative genome",2011099,2011099,"aerobe","aerobic"
"79","RS_GCF_900142005.1",100,6.94,99.07,2.97,40.0018256069151,4034121,TRUE,"Bacteria;Bacillota;Clostridia;Tissierellales;Dethiosulfatibacteraceae;Dethiosulfatibacter;Dethiosulfatibacter aminovorans","Bacteria","Bacillota","Clostridia","Tissierellales","Dethiosulfatibacteraceae","Dethiosulfatibacter","Dethiosulfatibacter aminovorans","Scaffold","none","GCA_900142005.1","none","none","representative genome",332095,1121476,"anaerobe","anaerobic"
"80","RS_GCF_900176035.1",99.6,0.04,98.34,0.57,31.9216571980061,2412168,TRUE,"Bacteria;Bacillota;Peptococcia;Peptococcales;Desulfonisporaceae;Desulfonispora;Desulfonispora thiosulfatigenes","Bacteria","Bacillota","Peptococcia","Peptococcales","Desulfonisporaceae","Desulfonispora","Desulfonispora thiosulfatigenes","Contig","none","GCA_900176035.1","none","none","representative genome",83661,656914,"anaerobe","anaerobic"
"81","RS_GCF_000735695.2",99.98,0.11,100,0.49,36.8540733033306,2845737,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Kaistella;Kaistella haifensis","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Kaistella","Kaistella haifensis","Contig","none","GCA_000735695.2","none","none","representative genome",421525,1450526,"aerobe","aerobic"
"82","RS_GCF_000374425.1",100,0.07,99.96,0.62,38.5361390816561,3692377,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter tjernbergiae","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter tjernbergiae","Scaffold","Australia","GCA_000374425.1","none","none","na",202955,1120928,"aerobe","aerobic"
"83","RS_GCF_003236305.1",99.99,0.35,100,2.37,70.8567551048211,6518152,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Micromonosporaceae;Micromonospora;Micromonospora endophytica","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Micromonosporaceae","Micromonospora","Micromonospora endophytica","Contig","China:Hainan Province","GCA_003236305.1","none","plant tissue","na",515350,515350,"aerobe","aerobic"
"84","RS_GCF_001642835.1",99.96,0.42,98.68,1.35,34.7813431685503,3834113,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tamlana_A;Tamlana_A agarivorans","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tamlana_A","Tamlana_A agarivorans","Contig","none","GCA_001642835.1","none","seawater","representative genome",481183,481183,"aerobe","aerobic"
"85","RS_GCF_003208655.1",99.98,0.49,100,0.98,41.6477183350851,5716991,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter nutrimenti","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter nutrimenti","Scaffold","none","GCA_003208655.1","none","none","representative genome",1241337,1241337,"aerobe","aerobic"
"86","RS_GCF_001435815.1",99.99,0.33,99.48,1.31,36.1765606085145,2914395,TRUE,"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus nantensis","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus nantensis","Contig","France","GCA_001435815.1","none","wheat sourdough","na",305793,1423774,"anaerobe","anaerobic"
"87","RS_GCF_018728565.1",100,0.06,99.67,0.66,39.0078712743681,4923091,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Zobellia;Zobellia russellii","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Zobellia","Zobellia russellii","Contig","Russia: Vladivostok; Troitsa Bay","GCA_018728565.1","none","none","representative genome",248907,248907,"aerobe","aerobic"
"88","RS_GCF_003148845.1",99.93,0.02,97.46,0.87,44.2462836143574,5939202,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter oryzae","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter oryzae","Scaffold","South Korea: Jinju","GCA_003148845.1","none","none","representative genome",468058,468058,"aerobe","aerobic"
"89","RS_GCF_000009765.2",100,0.01,99.89,0.79,70.7013512765224,9119895,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces avermitilis","Bacteria","Actinomycetota","Actinomycetes","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces avermitilis","Complete Genome","none","GCA_000009765.2","none","none","representative genome",33903,227882,"aerobe","aerobic"
"90","RS_GCF_000420725.1",99.96,0.28,98.66,1.34,48.0424591176359,3139679,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_H;Marinococcaceae;Marinococcus;Marinococcus halotolerans","Bacteria","Bacillota","Bacilli","Bacillales_H","Marinococcaceae","Marinococcus","Marinococcus halotolerans","Contig","China","GCA_000420725.1","none","none","representative genome",301092,1122203,"aerobe","aerobic"
"91","RS_GCF_003363155.1",99.98,0.08,98.5,1.78,60.4307244696262,4940170,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dyella_B;Dyella_B monticola","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella_B","Dyella_B monticola","Scaffold","China: Guangdong Province","GCA_003363155.1","none","forest soil","representative genome",1927958,1927958,"aerobe","aerobic"
"92","RS_GCF_900102015.1",99.99,0.04,98.94,0.56,70.2592238673495,3911774,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Limimaricola;Limimaricola pyoseonensis","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limimaricola","Limimaricola pyoseonensis","Scaffold","none","GCA_900102015.1","none","none","representative genome",521013,521013,"aerobe","aerobic"
"93","RS_GCF_000768685.1",99.99,0.04,100,0,69.0418490343393,3566056,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Dermatophilaceae;Knoellia;Knoellia subterranea","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae","Knoellia","Knoellia subterranea","Contig","China","GCA_000768685.1","none","cave","representative genome",184882,1385521,"aerobe","aerobic"
"94","RS_GCF_021403115.1",99.97,0.7,98.98,1.02,64.8977565769514,4430016,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sufflavum","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sufflavum","Contig","Taiwan","GCA_021403115.1","none","no","representative genome",1129547,1129547,"aerobe","aerobic"
"95","RS_GCF_000730625.1",100,0,100,0.11,66.2338615519563,5027590,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_B;Pseudomonas_B oryzihabitans","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_B","Pseudomonas_B oryzihabitans","Contig","none","GCA_000730625.1","none","none","na",47885,1215113,"obligate aerobe","aerobic"
"96","RS_GCF_001816125.1",99.42,2.22,97.12,0.74,63.1358161251489,5700921,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter coccineus","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter coccineus","Contig","Antarctica: James Ross Island; Panorama Pass","GCA_001816125.1","none","stone surface covered by lichens (Usnea antarctica)","representative genome",1908235,1908235,"aerobe","aerobic"
"97","RS_GCF_000734965.1",100,0.06,99.9,0.5,53.5897966428318,4929751,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Trabulsiella;Trabulsiella guamensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Trabulsiella","Trabulsiella guamensis","Contig","Guam","GCA_000734965.1","none","vacuum cleaner dust","representative genome",158852,1005994,"aerobe","aerobic"
"98","RS_GCF_900176365.1",98.42,3.13,98.71,2.47,46.5370550982225,5035799,TRUE,"Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfocicer;Desulfocicer vacuolatum","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfocicer","Desulfocicer vacuolatum","Scaffold","none","GCA_900176365.1","none","none","representative genome",2298,1121400,"anaerobe","anaerobic"
"99","RS_GCF_008086175.1",99.52,0.27,99.67,0.33,34.9341835919367,3285275,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Bizionia;Bizionia saleffrena","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Bizionia","Bizionia saleffrena","Contig","Antarctica: Vestfold Hills","GCA_008086175.1","none","Antarctic coastal sea-ice brine","representative genome",291189,291189,"aerobe","aerobic"
"100","RS_GCF_004564275.1",100,0.84,99.57,0,68.397237368489,4487171,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Allosphingosinicella;Allosphingosinicella parva","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Allosphingosinicella","Allosphingosinicella parva","Contig","South Korea","GCA_004564275.1","none","soil","representative genome",2555898,2555898,"aerobe","aerobic"
"101","RS_GCF_014203155.1",100,0.56,99.42,0.39,65.726835396122,4851211,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;Shinella fusca","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella fusca","Scaffold","none","GCA_014203155.1","none","none","representative genome",544480,544480,"anaerobe","anaerobic"
"102","RS_GCF_002934265.1",100,0.12,100,1.7,71.7532486785288,8431890,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Pseudonocardiaceae;Actinokineospora;Actinokineospora auranticolor","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Pseudonocardiaceae","Actinokineospora","Actinokineospora auranticolor","Contig","Japan: Yamanashi","GCA_002934265.1","none","none","representative genome",155976,155976,"obligate aerobe","aerobic"
"103","RS_GCF_020687805.1",100,0.04,99.45,1.3,46.2354786258662,5239599,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Planctobacterium;Planctobacterium marinum","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Planctobacterium","Planctobacterium marinum","Scaffold","China: South China Sea","GCA_020687805.1","none","seawater","representative genome",1631968,1631968,"aerobe","aerobic"
