ID,designation_header,strain_number_header,is_type_strain_header,species,domain,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID,Genome Sequence database
159758,WCHA60,"CCTCC AB 2016204, GDMCC 1.1100, KCTC 52505",1,Acinetobacter wuhouensis,Bacteria,aerobe,2767802240,1879050,img
24522,R46,"DSM 28448, CECT 7668, KCTC 23349",1,Actibacterium mucosum,Bacteria,aerobe,2576861736,1454373,img
,,,,,,obligate aerobe,2667527933,1454373,img
141146,JN33,"CGMCC 1.16012, KCTC 52653, DSM 109121",1,Actibacterium pelagium,Bacteria,aerobe,2832254508,2029103,img
141055,LS-811,"BCRC 80823, JCM 30681",1,Actibacterium ureilyticum,Bacteria,aerobe,2832212542,1590614,img
13192,"Y388=As 4.1159, Y-388","DSM 43889, IFO 14455, IMET 43868, JCM 6095, NBRC 14455, NRRL B-16252, CGMCC 4.1159, CIP 106755, KCCM 12121, VKM Ac-1271, AS 4.1159",1,Actinoalloteichus caeruleus,Bacteria,aerobe,2524614639,1120930,img
,,,,,,obligate aerobe,2585427525,1120930,img
13194,,"DSM 45092, CGMCC 4.2500, CIP 109428, JCM 13436, HPA 177, BCRC 16835, NCIMB 14383, NRRL B-24537",1,Actinoalloteichus hymeniacidonis,Bacteria,obligate aerobe,2615840661,340345,img
,,,,,,,2863033670,340345,img
13193,RMV-1378,"DSM 44848, JCM 12472, MTCC 6194, BCRC 16823, CBS 11706, CIP 109023, NBRC 102582, NCIMB 14384",1,Actinoalloteichus spitiensis,Bacteria,aerobe,2563366745,1114962,img
,,,,,,obligate aerobe,,,
11676,"11-61, P243","DSM 19761, ATCC 51571, CCUG 12396, CIP 103283, NCTC 11408",1,Actinobacillus capsulatus,Bacteria,facultative anaerobe,2519899771,1120931,img
,,,,,,obligate aerobe,,,
11679,,"CIP 107665, DSM 22256, ATCC 49236, CCUG 41384, CIP 53.130, NCTC 4189",1,Actinobacillus lignieresii,Bacteria,aerobe,2808606643,720,img
,,,,,,obligate aerobe,,,
11683,"5, A51 and A65, K3844/C","DSM 22263, ATCC 15768, CCUG 27187, CIP 102633, NCTC 10851, Simmons K3844-C",1,Actinobacillus seminis,Bacteria,microaerophile,2806310645,722,img
,,,,,,obligate aerobe,2834290966,722,img
11687,130Z,"DSM 22257, ATCC 55618, CCUG 43843, CIP 106512",1,Actinobacillus succinogenes,Bacteria,aerobe,640753001,339671,img
,,,,,,obligate aerobe,,,
11682,1276/61,"DSM 22433, ATCC 33415, CCM 5586, CCUG 11624, CIP 103354, NCTC 12996",1,Actinobacillus suis,Bacteria,microaerophile,2597489880,743972,img
,,,,,,obligate aerobe,2773858066,716,img
11670,3520/59,"DSM 5568, ATCC 25976, NCTC 10219, CCUG 2139, CIP 62.8, CCM 5774",1,Actinobacillus ureae,Bacteria,microaerophile,649989900,887324,img
,,,,,,obligate aerobe,,,
132079,"FC1, FC3","DSM 100580, CSUR P1982",1,Actinobaculum massiliense,Bacteria,anaerobe,2811995073,202789,img
,,,,,,microaerophile,,,
144,,"DSM 20639, ATCC 33144, CCUG 19206, CIP 105361, LMG 18291, Soltys 50052",1,Actinobaculum suis,Bacteria,anaerobe,2675903157,1657,img
,,,,,,obligate anaerobe,,,
132668,MI503-A4,"DSM 45934, NBRC 109632",1,Actinocrispum wychmicini,Bacteria,aerobe,2799112271,1213861,img
,,,,,,obligate aerobe,,,
13511,Mar-39,"DSM 45114, CCM 7461, KCTC 19294, JCM 17965, NBRC 106985",1,Actinokineospora alba,Bacteria,aerobe,2775506708,504798,img
,,,,,,obligate aerobe,,,
13206,YU 961-1,"DSM 44650, IFO 16518, NBRC 16518, JCM 11646, CIP 107896",1,Actinokineospora auranticolor,Bacteria,obligate aerobe,2731957505,155976,img
24443,44EHW,"DSM 46700, BCC 53155, NBRC 108932",1,Actinokineospora bangkokensis,Bacteria,aerobe,2865852738,1193682,img
,,,,,,facultative anaerobe,,,
13199,,"DSM 44255, IFO 15665, JCM 9921, KCTC 9569, MTCC 2687, NBRC 15665, IMSNU 22098, NCIMB 13657, NRRL B-24047, VKM Ac-1984",1,Actinokineospora diospyrosa,Bacteria,aerobe,2596583538,103728,img
,,,,,,obligate aerobe,,,
13205,YU 924-101,"DSM 44649, IFO 16517, NBRC 16517, JCM 11647, CIP 107895",1,Actinokineospora enzanensis,Bacteria,obligate aerobe,2518285603,1120934,img
13200,,"DSM 44256, IFO 15664, JCM 9922, KCTC 9570, MTCC 2686, NBRC 15664, NCIMB 13658, NRRL B-24048, VKM Ac-1981",1,Actinokineospora globicatena,Bacteria,aerobe,2596583621,103729,img
,,,,,,obligate aerobe,,,
13202,,"DSM 44258, IFO 15663, JCM 9923, KCTC 9571, MTCC 2685, NBRC 15663, NCIMB 13659, NRRL B-24050, VKM Ac-1982",1,Actinokineospora inagensis,Bacteria,aerobe,2528768220,1120935,img
,,,,,,facultative anaerobe,,,
13204,,"DSM 44260, IFO 15668, JCM 9924, KCTC 9572, MTCC 2688, NBRC 15668, IMSNU 22094, NCIMB 13660, NRRL B-24049, VKM Ac-1983",1,Actinokineospora terrae,Bacteria,aerobe,2616644847,155974,img
,,,,,,facultative anaerobe,,,
16924,SF2197,"DSM 43919, IFO 14695, JCM 6250, NBRC 14695, CGMCC 4.2100, CIP 107393, HUT 6547, IMSNU 22157, IMSNU 22161, KCTC 9620, MTCC 2560, NCIMB 12618",1,Actinomadura atramentaria,Bacteria,aerobe,2519899649,1120936,img
,,,,,,obligate aerobe,,,
16996,3-46-b(3),"DSM 45347, JCM 13933, MTCC 8057",1,Actinomadura bangladeshensis,Bacteria,aerobe,2866640805,453573,img
,,,,,,obligate aerobe,,,
16988,3.24,"DSM 44772, AS 4.1522, IFO 16341, NBRC 16341, JCM 10667, CGMCC 4.1522, CIP 107903",1,Actinomadura catellatispora,Bacteria,aerobe,2870794168,95160,img
,,,,,,facultative anaerobe,,,
,,,,,,obligate aerobe,,,
158480,LHW63021,"DSM 106125, CCTCC AA 2018015",1,Actinomadura craniellae,Bacteria,aerobe,2856664274,2231787,img
,,,,,,facultative anaerobe,,,
130742,DLS-70,"DSM 45941, KCTC 29224",1,Actinomadura darangshiensis,Bacteria,aerobe,2866841126,705336,img
,,,,,,obligate aerobe,,,
16999,,"DSM 45200, CCTCC AA 208017, JCM 16896, YIM 61435",1,Actinomadura flavalba,Bacteria,aerobe,2518645623,561175,img
,,,,,,obligate aerobe,,,
16966,C-36820,"DSM 43997, ATCC 49059, IFO 14204, JCM 7474, NBRC 14204, BCRC 16355, CIP 105595, IFO 15870, IMSNU 22194, KCTC 9647, LMG 29178, NBRC 15870, NCIMB 12773, NRRL B-16984, VKM Ac-1954",1,Actinomadura formosensis,Bacteria,obligate aerobe,2731957572,1220557,img
,,,,,,,2898624239,60706,img
16987,80-60,"DSM 44770, AS 4.1202, CIP 107902, DSM 43891, IFO 14668, JCM 6161, NBRC 14668, VKM Ac-1273, CGMCC 4.1202",1,Actinomadura glauciflava,Bacteria,obligate aerobe,2571042017,1449332,img
16929,"SSC 1256, 13-363","DSM 43764, ATCC 31588, CCRC 13146, IFO 14229, IMET 9741, JCM 3306, KCTC 9129, NBRC 14229, NCIMB 13755, NRRL 12069, NRRL B-16121, VKM Ac-874, BCRC 13416, CGMCC 4.2099, IMSNU 20006, MTCC 707, NRRL B-16261, BCRC 13146, IFO (now NBRC) 14229, SCC 1256",1,Actinomadura kijaniata,Bacteria,aerobe,2731957573,1220561,img
,,,,,,obligate aerobe,651717042,46161,img
16981,"1065, A 10","DSM 43382, ATCC BAA-277, JCM 10674, CCUG 48293, IFM 0961, NBRC 106108",1,Actinomadura latina,Bacteria,aerobe,2731957574,1220563,img
,,,,,,obligate aerobe,,,
159574,NEAU-G17,"DSM 105122, CGMCC 4.7411",1,Actinomadura logoneensis,Bacteria,aerobe,2841009013,2293572,img
,,,,,,obligate aerobe,,,
16931,S-0203,"DSM 40398, ATCC 25469, CBS 702.69, CGMCC AS 4.1382, IFO 13057, ISP 5398, JCM 4203, KCC S-0203, KCC S-0491, NBRC 13057, RIA 1249, OEU 719, BCRC 16250, CECT 3283, CGMCC 4.1382, CGMCC 4.1516, CIP 105484, IMET 9672, IMSNU 20009, JCM 4491, KCTC 9341, NRRL B-12327, VKM Ac-1509",1,Actinomadura luteofluorescens,Bacteria,obligate aerobe,2844792859,46163,img
16932,"FD 25934, A-0287","DSM 43862, ATCC 31286, IFO 14102, IMET 9754, JCM 3287, KCC A-0287, NBRC 14102, BCC 49509, BCRC 13378, CGMCC 4.1513, CIP 105532, IMSNU 22164, KCTC 9342, MTCC 2559, NCIMB 14303, NRRL B-16124, TBRC 2223",1,Actinomadura macra,Bacteria,obligate aerobe,2731957575,1220564,img
16933,,"DSM 43067, ATCC 19425, CCM 136, IAM 14277, IFO 14623, IMRU 1190, JCM 7436, NBRC 14623, NCTC 5654, CCUG 32944, CCTCC AB 2010169, CECT 3043, CGMCC 4.1224, CIP 105487, HAMBI 1926, IFM 0585, IMET 9585, KCTC 9192, MTCC 1120, NCIMB 13469, NRRL B-3843, VKM Ac-809, IFO 13909, NBRC 13909",1,Actinomadura madurae,Bacteria,aerobe,2634166331,1993,img
,,,,,,obligate aerobe,,,
16985,A290,"DSM 44485, NRRL B-24203, JCM 13236, CIP 108420",1,Actinomadura mexicana,Bacteria,aerobe,2724679706,134959,img
,,,,,,obligate aerobe,,,
16989,A288,"DSM 44715, NRRL B-24247, JCM 13237, CIP 108410",1,Actinomadura meyerae,Bacteria,aerobe,2700988714,240840,img
,,,,,,obligate aerobe,,,
140490,CYP1-1B,"JCM 16995, KCTC 39784, PCU 349, TISTR 2400",1,Actinomadura montaniterrae,Bacteria,aerobe,2898631135,1803903,img
,,,,,,obligate aerobe,,,
16986,"FH-A 1198, ID 90-506, FH A 1198","DSM 44197, CIP 108365, NRRL B-24153, HAG 010767, JCM 13238, CPCC 201670",1,Actinomadura namibiensis,Bacteria,aerobe,2861542065,182080,img
,,,,,,obligate aerobe,,,
16950,A19,"DSM 43383, ATCC 33385, JCM 3388, NCTC 4162, CCUG 38891, CIP 105483, HUT 6549, IAM 12634, IMET 9693, IMSNU 22169, KCTC 9110, NBRC 103052, NRRL B-3997",1,Actinomadura pelletieri,Bacteria,aerobe,2728369498,111805,img
,,,,,,obligate aerobe,,,
164563,LD22,"JCM 33455, CCTCC AA 2018050",1,Actinomadura physcomitrii,Bacteria,aerobe,2898562265,2650748,img
,,,,,,obligate aerobe,,,
17003,CS5-AC15,"DSM 45251, KCTC 19559",1,Actinomadura rupiterrae,Bacteria,aerobe,2863206357,559627,img
,,,,,,obligate aerobe,,,
16970,2991,"DSM 43750, ATCC 49883, IFO 15178, IMET 9705, JCM 7345, NBRC 15178, BCRC 16817, CIP 105486, IFO 15275, IMSNU 22192, INMI 2991, KCTC 9493, NBRC 15275, VKM Ac-1470",0,Actinomadura viridilutea,Bacteria,aerobe,2731957576,1220567,img
,,,,,,obligate aerobe,,,
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,Actinomyces dentalis,Bacteria,anaerobe,2523533597,1120941,img
,,,,,,facultative anaerobe,,,
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758, CIP 103126",1,Actinomyces denticolens,Bacteria,anaerobe,2808606642,52767,img
,,,,,,facultative anaerobe,,,
,,,,,,microaerophile,,,
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,Actinomyces gerencseriae,Bacteria,anaerobe,2524023137,1120943,img
,,,,,,microaerophile,,,
147057,,"CCUG 32757, ATCC 43323, NCTC 11636",1,Actinomyces howellii,Bacteria,anaerobe,2867030179,52771,img
,,,,,,microaerophile,,,
151,Jr 277 (CDC W855),"DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,Actinomyces israelii,Bacteria,anaerobe,2565956542,1120944,img
,,,,,,facultative anaerobe,2843235134,1659,img
,,,,,,microaerophile,,,
192,4401292,"DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130, CIP 109360",1,Actinomyces massiliensis,Bacteria,anaerobe,2548876973,1167628,img
,,,,,,facultative anaerobe,,,
,,,,,,microaerophile,,,
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,Actinomyces naeslundii,Bacteria,anaerobe,2531839542,1115803,img
,,,,,,facultative anaerobe,,,
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,Actinomyces oricola,Bacteria,anaerobe,2867461147,206043,img
,,,,,,facultative anaerobe,,,
159350,410,"DSM 106201, CGMCC 1.16361",1,Actinomyces qiguomingii,Bacteria,facultative anaerobe,2867002583,2057800,img
176,AO 96-06841,"DSM 15433, CCUG 36733, CIP 106352",1,Actinomyces radicidentis,Bacteria,facultative anaerobe,2687453525,111015,img
,,,,,,microaerophile,,,
23522,B71,"DSM 27982, CGMCC 1.5030, JCM 13352, CIP 109388, CGMCC 15030",1,Actinomyces ruminicola,Bacteria,facultative anaerobe,2651870319,332524,img
,,,,,,obligate anaerobe,,,
193,7400942,"KCTC 15137, DSM 23838, CCUG 55928, CSUR P35",1,Actinomyces timonensis,Bacteria,anaerobe,2548877015,521393,img
,,,,,,facultative anaerobe,,,
,,,,,,microaerophile,,,
178,,"DSM 15434, CCUG 38702, CIP 106421",1,Actinomyces urogenitalis,Bacteria,facultative anaerobe,643886015,525246,img
,,,,,,microaerophile,,,
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,Actinomyces viscosus,Bacteria,anaerobe,2868063378,1656,img
,,,,,,facultative anaerobe,2868359304,1656,img
,,,,,,microaerophile,,,
140287,VUL7,"DSM 103437, CGMCC 4.7366",1,Actinomyces vulturis,Bacteria,facultative anaerobe,2791355098,1857645,img
13499,,"DSM 45062, JCM 15998, NBRC 104400, YIM 0006, CCTCC AA 205017, TBRC 8064",1,Actinomycetospora chiangmaiensis,Bacteria,aerobe,2515154015,1120948,img
,,,,,,obligate aerobe,,,
132566,MB20,"DSM 46746, CECT 8960",1,Actinophytocola algeriensis,Bacteria,aerobe,2863340477,1768010,img
,,,,,,obligate aerobe,2870820038,1768010,img
13512,,"DSM 45499, BCC 31372, NBRC 105245, JCM 17236, TBRC 158",1,Actinophytocola oryzae,Bacteria,aerobe,2728369520,502181,img
,,,,,,obligate aerobe,,,
133108,11-183,"KCTC 39690, MCCC 1K02062, DSM 109075",1,Actinophytocola xanthii,Bacteria,aerobe,2791354901,1912961,img
,,,,,,obligate aerobe,,,
7847,A4029,"DSM 45518, KCTC 19984, NRRL B-24835, JCM 19953, NBRC 110796",1,Actinoplanes abujensis,Bacteria,aerobe,2870584755,882441,img
,,,,,,obligate aerobe,,,
23114,Y16,"DSM 45850, CGMCC 4.6857, JCM 17700",1,Actinoplanes atraurantiacus,Bacteria,aerobe,2675903134,1036182,img
,,,,,,obligate aerobe,,,
7841,GW8-1761,"CCUG 53409, DSM 45050, CIP 109316, JCM 15999, NBRC 106145",1,Actinoplanes couchii,Bacteria,aerobe,2917960780,403638,img
,,,,,,obligate aerobe,,,
7840,,"DSM 45797, CCUG 63250, JCM 31203, DSM 7358, HAG 010964",1,Actinoplanes friuliensis,Bacteria,aerobe,2554235379,1246995,img
,,,,,,obligate aerobe,,,
7809,UNCC 431,"DSM 43046, ATCC 14538, CBS 188.64, IFO 13243, KCC A-0121, NBRC 13243, JCM 3121, BCRC 13335, CGMCC 4.1488, IFM 1250, IMET 9249, IMSNU 22051, KCTC 1780, NBIMCC 2232, NBRC 102363, NCIMB 12654, NRRL B-3342, VTT E-82151",1,Actinoplanes missouriensis,Bacteria,aerobe,2513237176,512565,img
,,,,,,obligate aerobe,,,
7818,"AB 8327, FH 2149","DSM 43866, ATCC 31121, BCRC 12106, FERM P-3462, IFO 13999, IMET 9254, IMSNU 20043, JCM 3252, KCC A-0252, KCTC 9543, NBRC 13999, NCIMB 12640, NRRL B-16726, SANK 60479, BCC 49180, NBIMCC 2300, TBRC 172",1,Actinoplanes teichomyceticus,Bacteria,aerobe,2818991480,1867,img
,,,,,,obligate aerobe,2856816149,457423,img
,,,,,,,651716759,1867,img
7844,MN07-A0371,"DSM 45572, NBRC 105297, VTCC D9-10",1,Actinoplanes tereljensis,Bacteria,aerobe,2919860931,571912,img
,,,,,,obligate aerobe,,,
7843,Mar-72,"DSM 45184, CCM 7527, KCTC 19461, JCM 16606, NBRC 106528",1,Actinoplanes xinjiangensis,Bacteria,aerobe,2695420963,512350,img
,,,,,,obligate aerobe,,,
11160,,"DSM 45243, CCTCC AA 208030, JCM 16897, YIM 48868",1,Actinopolymorpha alba,Bacteria,aerobe,2515154155,1120950,img
11161,"06-2230, I06-2230","DSM 45117, CCM 7466, KCTC 19293, JCM 17964, CPCC 202808",1,Actinopolymorpha cephalotaxi,Bacteria,aerobe,2675903058,504797,img
,,,,,,obligate aerobe,2827628540,504797,img
11159,,"DSM 18448, CCTCC AA 206004, JCM 16537, YIM 45725",1,Actinopolymorpha rutila,Bacteria,aerobe,2830934857,446787,img
,,,,,,obligate aerobe,,,
11158,IM 7744,"DSM 22024, CIP 107343, JCM 10761, KCTC 19907, NBRC 100040, NRRL B-24113, NCIMB 14324",1,Actinopolymorpha singaporensis,Bacteria,aerobe,2636416006,117157,img
,,,,,,obligate aerobe,,,
24729,,"DSM 46731, CCTCC AA 2012020, KCTC 19657, TRM 40139, JCM 31477",1,Actinopolyspora lacussalsi,Bacteria,aerobe,2923466178,1234544,img
24730,H55,"DSM 45460, CCUG 62965",1,Actinopolyspora mzabensis,Bacteria,aerobe,2619619027,995066,img
24731,H23,"DSM 45501, CCUG 63368, MTCC 11562",1,Actinopolyspora righensis,Bacteria,aerobe,2616644808,995060,img
,,,,,,obligate aerobe,,,
24728,H32,"DSM 45459, CCUG 63367, MTCC 11557, JCM 30062",1,Actinopolyspora saharensis,Bacteria,aerobe,2634166628,995062,img
24727,,"DSM 46732, CCTCC AA 209080, KCTC 19656, TRM 40136, JCM 31478",1,Actinopolyspora xinjiangensis,Bacteria,aerobe,2619619031,405564,img
131391,,"DSM 46770, JCM 30099, KCTC 29480, YIM 690008",1,Actinorugispora endophytica,Bacteria,aerobe,2795385473,1605990,img
17635,GE134769,"DSM 44927, JCM 14908, NRRL B-24432, BCRC 16839, NBRC 102112",1,Actinospica robiniae,Bacteria,aerobe,2510065062,479430,img
,,,,,,obligate aerobe,,,
133106,EBR-4-2,"KCTC 33604, JCM 30447",1,Actinotalea caeni,Bacteria,aerobe,2890385099,1348467,img
,,,,,,obligate aerobe,,,
2385,M,"DSM 3133, ATCC 43279, CFBP 4259, CIP 103003, JCM 9966, LMG 16154, NBRC 105374, NBRC 15517, BCRC 14866, IFO 15517, KCTC 3251, LMG 17239",1,Actinotalea fermentans,Bacteria,facultative anaerobe,2636415524,862422,img
,,,,,,,2734481966,862422,img
133962,CF5-4,"KCTC 29134, CCTCC AB 2012198, DSM 112671, JCM 31479",1,Actinotalea ferrariae,Bacteria,aerobe,2588254172,948458,img
,,,,,,obligate aerobe,,,
130140,IMMIBL-2199,"DSM 26039, CCUG 64068",1,Actinotignum sanguinis,Bacteria,anaerobe,2866239221,1445614,img
145,B 5329,"DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,Actinotignum schaalii,Bacteria,anaerobe,2524614731,1120932,img
,,,,,,facultative anaerobe,2585427650,59505,img
,,,,,,microaerophile,,,
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,Actinotignum urinale,Bacteria,anaerobe,2524614758,1120933,img
,,,,,,microaerophile,,,
131515,KB18,"DSM 26090, KCTC 15540",1,Acutalibacter muris,Bacteria,anaerobe,2757320831,1796620,img
166457,PTG4-2,"MCCC 1A01274, KCTC 52323",1,Acuticoccus sediminis,Bacteria,aerobe,2889575115,2184697,img
,,,,,,obligate aerobe,,,
3764,MBRG1.5,"DSM 16391, NCIMB 14008",1,Adhaeribacter aquaticus,Bacteria,aerobe,2511231049,926549,img
,,,,,,obligate aerobe,,,
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,Adlercreutzia caecicola,Bacteria,anaerobe,2824484654,747645,img
,,,,,,obligate anaerobe,2831651148,747645,img
3072,do03,"DSM 18785, JCM 14811, AHU 1763, KCTC 15587",1,Adlercreutzia equolifaciens subsp. celata,Bacteria,anaerobe,2574179708,1121021,img
,,,,,,obligate anaerobe,,,
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,Adlercreutzia equolifaciens subsp. equolifaciens,Bacteria,anaerobe,2597489914,1384484,img
,,,,,,obligate anaerobe,,,
3076,Mt1B8,"DSM 19490, CCUG 54980",1,Adlercreutzia mucosicola,Bacteria,anaerobe,2524023091,1121866,img
131531,WCA-131-CoC-2,"DSM 29508, KCTC 15543",1,Adlercreutzia muris,Bacteria,anaerobe,2889625949,1796610,img
385,,"DSM 23814, CCUG 45225, LMG 22250, CIP 108657",1,Advenella incenata,Bacteria,aerobe,2802429727,267800,img
,,,,,,obligate aerobe,,,
383,WT001,"DSM 17095, LMG 22965, MTCC 7002",1,Advenella kashmirensis,Bacteria,aerobe,2515154053,1036672,img
,,,,,,obligate aerobe,,,
384,DPN7,"DSM 17166, LMG 22922",1,Advenella mimigardefordensis,Bacteria,aerobe,2548877156,1247726,img
139658,,"CIP 107457, DSM 14231, LMG 21431, ACAM 640",1,Aequorivita antarctica,Bacteria,obligate aerobe,2835100215,153266,img
140229,D-24,"DSM 101732, KCTC 42708",1,Aequorivita aquimaris,Bacteria,aerobe,2608642109,1548749,img
,,,,,,obligate aerobe,,,
5479,A71,"DSM 23843, JCM 15070, KCTC 22183",1,Aequorivita capsosiphonis,Bacteria,aerobe,2524023070,1120951,img
,,,,,,obligate aerobe,,,
5477,3-Sep,"DSM 14238, ACAM 643, CIP 107454, LMG 21432",1,Aequorivita sublithincola,Bacteria,microaerophile,2509276063,746697,img
,,,,,,obligate aerobe,,,
24014,8-1b,"DSM 26349, CGMCC 1.11023, JCM 18497",1,Aequorivita viscosa,Bacteria,aerobe,2622736533,797419,img
,,,,,,obligate aerobe,2667527447,797419,img
158560,N.8,"KCTC 33824, JCM 31580",1,Aeribacillus composti,Bacteria,aerobe,2802428823,1868734,img
,,,,,,obligate aerobe,,,
1766,T6,"DSM 22365, LMG 21773, NCIMB 13939, JCM 15959",1,Aeriscardovia aeriphila,Bacteria,anaerobe,2788500099,218139,img
,,,,,,facultative aerobe,2824784629,218139,img
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,Aerococcus christensenii,Bacteria,anaerobe,2687453475,87541,img
,,,,,,facultative anaerobe,2728369595,525247,img
,,,,,,microaerophile,,,
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA-465",1,Aerococcus sanguinicola,Bacteria,anaerobe,2687453481,119206,img
,,,,,,facultative anaerobe,,,
227,1821/02,"DSM 21500, CCUG 52530, CECT 7139, JCM 18035, CIP 109714",1,Aerococcus suis,Bacteria,aerobe,2622736423,371602,img
,,,,,,facultative anaerobe,,,
,,,,,,microaerophile,,,
,,,,,,obligate aerobe,,,
223,E2,"DSM 7446, ATCC 51268, JCM 18986, NCFB 2893, NCTC 12142, CCM 4310, CCUG 29291, CCUG 29564, CCUG 34223, CCUG 36881, CIP 104688, IFO 15544, LMG 17750, LMG 19527, NBRC 15544, NCIMB 702893",1,Aerococcus urinae,Bacteria,facultative anaerobe,2681812972,1216979,img
,,,,,,microaerophile,2687453482,1376,img
222,PUE,"CCUG 28094, CIP 103442, NCIMB 701636, DSM 20341, ATCC 29723, JCM 12519, NCDO 1636, LMG 11420, LMG 13989",1,Aerococcus urinaeequi,Bacteria,facultative anaerobe,2524614650,1120952,img
,,,,,,microaerophile,2671180343,51665,img
,,,,,,obligate aerobe,,,
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038, CCUG 42038b",1,Aerococcus urinaehominis,Bacteria,facultative anaerobe,2619619005,128944,img
,,,,,,microaerophile,,,
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400, IMET 11154, NCIMB 11775, CECT 978",1,Aerococcus viridans,Bacteria,facultative anaerobe,2684623177,1377,img
,,,,,,microaerophile,2811995224,1377,img
,,,,,,,647000207,655812,img
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,Aeromicrobium choanae,Bacteria,obligate aerobe,2708742384,1736691,img
11056,J41,"DSM 10552, ATCC 49363, IFO 14897, NBRC 14897, NCIMB 12713, CCUG 35026, LMG 16205, JCM 8088, IMSNU 22010, KCCM 41090, KCTC 9576, VKM Ac-1324",1,Nocardioides fastidiosus,Bacteria,aerobe,2918376121,52699,img
,,,,,,obligate aerobe,,,
11062,,"DSM 22238, JCM 14732, KCTC 19207, GBS 39, Gsoil 098",1,Aeromicrobium ginsengisoli,Bacteria,aerobe,2866597551,363867,img
,,,,,,obligate aerobe,,,
159668,,"DSM 105424, NBRC 112936, CPCC 204604",1,Aeromicrobium lacus,Bacteria,aerobe,2834379153,2233852,img
,,,,,,obligate aerobe,,,
11057,T2,"DSM 15272, LMG 21768, JCM 13314, CIP 108216",1,Aeromicrobium marinum,Bacteria,obligate aerobe,645951844,585531,img
11063,SSW1-57,"DSM 19087, JCM 13811, NRRL B-24466, CIP 109549",1,Aeromicrobium tamlense,Bacteria,aerobe,2833982808,375541,img
,,,,,,obligate aerobe,,,
23547,266,"DSM 27583, CECT 8023, LMG 26707, CIP 110626, LMG 2670",1,Aeromonas australiensis,Bacteria,facultative anaerobe,2639763046,1114880,img
280,868E,"DSM 19111, CECT 7113, LMG 23376, CIP 109539",1,Aeromonas bivalvium,Bacteria,anaerobe,2639762879,440079,img
