"accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"RS_GCF_000820305.1",100,0.43,100,0,61.7843321877101,4711881,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas dhakensis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas dhakensis","Scaffold","none","GCA_000820305.1","none","none","na",196024,196024,"facultative anaerobe","facultative"
"RS_GCF_000820325.1",100,0.39,99.97,0,61.5552932757267,4682559,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas hydrophila","Scaffold","none","GCA_000820325.1","none","none","na",644,208958,"facultative anaerobe","facultative"
"RS_GCF_000647955.1",100,0.34,100,0.58,58.805648188087,4502258,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas salmonicida","Contig","none","GCA_000647955.1","none","none","na",645,1216980,"facultative anaerobe","facultative"
"RS_GCF_000820065.1",100,0.65,100,0,58.5065356498431,4740147,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas salmonicida","Scaffold","none","GCA_000820065.1","none","none","na",645,29491,"facultative anaerobe","facultative"
"RS_GCF_000820145.1",100,0.05,100,0,57.6258443789069,4683669,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas sobria","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas sobria","Scaffold","none","GCA_000820145.1","none","none","representative genome",646,646,"facultative anaerobe","facultative"
"RS_GCF_000820025.1",100,0.21,98.83,0.58,58.6064189491725,4762473,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas popoffii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas popoffii","Scaffold","none","GCA_000820025.1","none","none","na",70856,70856,"facultative anaerobe","facultative"
"RS_GCF_000819765.1",100,0.06,98.8,0,62.2955798310651,4302589,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas bivalvium","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas bivalvium","Scaffold","none","GCA_000819765.1","none","none","representative genome",440079,440079,"facultative anaerobe","facultative"
"RS_GCF_000819885.1",100,0.02,99.42,0,58.3351093609865,3904228,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas fluvialis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas fluvialis","Scaffold","none","GCA_000819885.1","none","none","representative genome",591962,591962,"facultative anaerobe","facultative"
"RS_GCF_000699185.1",100,0.18,99.77,0.58,62.8259712361497,4230588,FALSE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas taiwanensis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas taiwanensis","Contig","none","GCA_000699185.1","none","none","na",633417,633417,"facultative anaerobe","facultative"
"RS_GCF_000820085.1",100,0.01,99.97,0,63.1268570456722,4186903,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas sanarellii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas sanarellii","Scaffold","none","GCA_000820085.1","none","none","representative genome",633415,633415,"facultative anaerobe","facultative"
"RS_GCF_000820045.1",100,0.07,99.42,0.58,60.0189975440907,4534147,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivuli","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Aeromonas","s__Aeromonas rivuli","Scaffold","none","GCA_000820045.1","none","none","na",648794,648794,"facultative anaerobe","facultative"
"RS_GCF_014202415.1",99.92,1.22,100,0.54,50.6671938833128,3285284,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__Tolumonas osonensis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Tolumonas","s__Tolumonas osonensis","Scaffold","none","GCA_014202415.1","none","none","representative genome",675874,675874,"facultative anaerobe","facultative"
"RS_GCF_002237365.1",99.92,0.38,98.86,0.09,63.7776220679878,4051699,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Oceanimonas;s__Oceanimonas denitrificans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Aeromonadaceae","g__Oceanimonas","s__Oceanimonas denitrificans","Contig","Japan: Japan Collection of Microorganisms","GCA_002237365.1","none","Tamsui River Mangrove Conservation Area","na",347534,347534,"facultative anaerobe","facultative"
"RS_GCF_000430725.1",100,7.33,99.14,1.67,68.7587776132984,8786776,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Azohydromonas;s__Azohydromonas australica","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Azohydromonas","s__Azohydromonas australica","Scaffold","Australia","GCA_000430725.1","none","none","representative genome",364039,1121030,"facultative anaerobe","facultative"
"RS_GCF_014651835.1",98.95,0.19,100,0.61,64.6086425252338,5594594,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pigmentiphaga;s__Pigmentiphaga litoralis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Pigmentiphaga","s__Pigmentiphaga litoralis","Scaffold","none","GCA_014651835.1","none","none","representative genome",516702,516702,"facultative anaerobe","facultative"
"RS_GCF_000276685.1",100,0.03,100,0,37.3414012746208,1732123,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Taylorella;s__Taylorella equigenitalis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Taylorella","s__Taylorella equigenitalis","Complete Genome","none","GCA_000276685.1","none","none","na",29575,743973,"facultative anaerobe","facultative"
"RS_GCF_900129885.1",100,0.09,99.76,0.5,62.1950691750009,5641410,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pollutimonas;s__Pollutimonas bauzanensis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Pollutimonas","s__Pollutimonas bauzanensis","Scaffold","none","GCA_900129885.1","none","none","representative genome",658167,658167,"facultative anaerobe","facultative"
"RS_GCF_000245735.1",100,0.06,100,0.17,50.6731301779997,3831357,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alishewanella;s__Alishewanella jeotgali","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Alteromonadaceae","g__Alishewanella","s__Alishewanella jeotgali","Contig","South Korea","GCA_000245735.2","none","traditional Korean fermented seafood","representative genome",545533,1129374,"facultative anaerobe","facultative"
"RS_GCF_001562115.1",100,0.05,99.5,0.28,43.5182798715874,4904192,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas stellipolaris","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Alteromonadaceae","g__Alteromonas","s__Alteromonas stellipolaris","Complete Genome","none","GCA_001562115.1","none","none","na",233316,233316,"facultative anaerobe","facultative"
"RS_GCF_000428985.1",100,0.27,100,0.64,56.4150664137142,4380400,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Balneatricaceae;g__Marinobacterium_D;s__Marinobacterium_D litorale","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Balneatricaceae","g__Marinobacterium_D","s__Marinobacterium_D litorale","Scaffold","South Korea","GCA_000428985.1","none","none","representative genome",404770,1122201,"facultative anaerobe","facultative"
"RS_GCF_900112305.1",100,0.01,99.14,0.43,56.5164779740213,3925814,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer thermotolerans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Cellvibrionaceae","g__Microbulbifer","s__Microbulbifer thermotolerans","Scaffold","none","GCA_900112305.1","none","none","na",252514,252514,"facultative anaerobe","facultative"
"RS_GCF_000347775.1",100,0.14,100,0.3,58.3294822222465,4033468,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter santoriniensis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Oleiphilaceae","g__Marinobacter","s__Marinobacter santoriniensis","Contig","Greece:Santorini","GCA_000347775.1","none","shallow; ferruginous; marine hydrothermal sediment","representative genome",523742,1288826,"facultative anaerobe","facultative"
"RS_GCF_001463905.1",99.99,0.76,100,0.6,66.0806010785624,4098233,TRUE,"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas frigidaquae","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Aureimonas","s__Aureimonas frigidaquae","Contig","none","GCA_001463905.1","none","none","representative genome",424757,424757,"facultative anaerobe","facultative"
"RS_GCF_001634285.1",99.98,0.19,99.44,0.01,43.6163923972277,3158269,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Anoxybacillus_A;s__Anoxybacillus_A amylolyticus","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Anoxybacillaceae","g__Anoxybacillus_A","s__Anoxybacillus_A amylolyticus","Complete Genome","Antarctica: Mount Rittmann","GCA_001634285.1","none","Soil","representative genome",294699,294699,"facultative anaerobe","facultative"
"RS_GCF_000007825.1",100,1.04,98.18,0.58,35.2883491923746,5427083,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A cereus","Complete Genome","none","GCA_000007825.1","none","none","na",1396,226900,"facultative anaerobe","facultative"
"RS_GCF_001591585.1",100,1.81,92.24,2.68,35.5695997407227,5097246,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Niallia;s__Niallia circulans","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_B","f__DSM-18226","g__Niallia","s__Niallia circulans","Contig","none","GCA_001591585.1","none","none","na",1397,1348626,"facultative anaerobe","facultative"
"RS_GCF_000290615.1",100,0.16,100,0,47.1977057996153,3018045,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Weizmannia;s__Weizmannia coagulans","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_B","f__Bacillaceae_C","g__Weizmannia","s__Weizmannia coagulans","Contig","none","GCA_000290615.1","none","none","na",1398,1121088,"facultative anaerobe","facultative"
"RS_GCF_000008425.1",100,0.15,98.82,0,46.1947428685101,4222645,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus licheniformis","Complete Genome","none","GCA_000008425.1","none","none","na",1402,279010,"facultative anaerobe","facultative"
"RS_GCF_001543875.1",97.66,2.2,92.31,0.77,66.0266510897177,2592181,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Thermicanales;f__DSM-22653;g__Hydrogenibacillus;s__Hydrogenibacillus schlegelii","d__Bacteria","p__Bacillota","c__Bacilli","o__Thermicanales","f__DSM-22653","g__Hydrogenibacillus","s__Hydrogenibacillus schlegelii","Scaffold","Switzerland: lake near Neuchatel","GCA_001543875.1","none","Surface layer of sediment from a small eutrophic lake near Neuchatel; Switzerland","na",1484,1484,"facultative anaerobe","facultative"
"RS_GCF_002220865.2",100,0.13,98.03,0.45,51.0313215495085,4362399,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__NBRC-103111;g__Paenibacillus_S;s__Paenibacillus_S xerothermodurans","d__Bacteria","p__Bacillota","c__Bacilli","o__Paenibacillales","f__NBRC-103111","g__Paenibacillus_S","s__Paenibacillus_S xerothermodurans","Contig","USA","GCA_002220865.2","none","soil","representative genome",1977292,1977292,"facultative anaerobe","facultative"
"RS_GCF_000161615.1",100,0.59,98.73,0.11,34.8239778971143,6260142,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A thuringiensis","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A thuringiensis","Chromosome","none","GCA_000161615.1","none","none","representative genome",1428,527031,"facultative anaerobe","facultative"
"RS_GCF_014207535.1",100,1.76,98.51,6.99,40.0492132244745,4701532,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Bacillus_BD;s__Bacillus_BD benzoevorans","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_B","f__DSM-18226","g__Bacillus_BD","s__Bacillus_BD benzoevorans","Scaffold","none","GCA_014207535.1","none","none","representative genome",1456,1456,"facultative anaerobe","facultative"
"RS_GCF_002019735.1",99.97,0.49,98.68,0.88,38.9152594011847,4319439,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Salipaludibacillus;s__Salipaludibacillus agaradhaerens","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_H","f__Salisediminibacteriaceae","g__Salipaludibacillus","s__Salipaludibacillus agaradhaerens","Scaffold","Germany","GCA_002019735.1","none","soil","representative genome",76935,76935,"facultative anaerobe","facultative"
"RS_GCF_002019665.1",99.96,0.18,98.28,1.28,37.5902832106153,4701879,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_I;g__Sutcliffiella_A;s__Sutcliffiella_A halmapala","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_I","g__Sutcliffiella_A","s__Sutcliffiella_A halmapala","Scaffold","China","GCA_002019665.1","none","soil","representative genome",79882,79882,"facultative anaerobe","facultative"
"GB_GCA_000245315.1",88.21,1,88.74,2.13,43.7607136058953,3876211,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus vallismortis","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus vallismortis","Scaffold","none","GCA_000245315.1","none","none","na",72361,1051502,"facultative anaerobe","facultative"
"RS_GCF_000161455.1",100,0.67,99.42,0.06,35.3689011807077,5782514,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pseudomycoides","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A pseudomycoides","Chromosome","none","GCA_000161455.1","none","none","representative genome",64104,527000,"facultative anaerobe","facultative"
"RS_GCF_000513155.1",100,0.13,99.34,1.02,35.2059451183944,5571630,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Contig","none","GCA_000513155.1","none","none","na",1405,1220585,"facultative anaerobe","facultative"
"RS_GCF_000186085.1",100,0.05,99.72,0.35,43.3549853334178,4292969,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus subtilis","Chromosome","none","GCA_000186085.1","none","none","na",1423,535026,"facultative anaerobe","facultative"
"RS_GCF_000507125.1",100,1.07,99.59,1.59,45.5235786624496,4428962,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sonorensis","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus sonorensis","Contig","none","GCA_000507125.1","none","none","na",119858,1220591,"facultative anaerobe","facultative"
"RS_GCF_001636425.1",99.84,1.36,98.36,1.12,39.3969667527703,5138363,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Bacillus_AE;s__Bacillus_AE acidicola","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_B","f__Bacillaceae_C","g__Bacillus_AE","s__Bacillus_AE acidicola","Scaffold","USA: Wisconsin","GCA_001636425.1","none","acidic Sphagnum peat bog","representative genome",209389,209389,"facultative anaerobe","facultative"
"RS_GCF_002835805.1",100,1.06,93.6,0.61,34.6493675575414,4691494,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Niallia;s__Niallia nealsonii","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_B","f__DSM-18226","g__Niallia","s__Niallia nealsonii","Contig","USA","GCA_002835805.1","none","spacecraft assembly facility","representative genome",115979,115979,"facultative anaerobe","facultative"
"RS_GCF_017873565.1",99.98,0.12,93.92,2.9,37.4239122156411,4779348,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Lederbergia;s__Lederbergia galactosidilytica","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_B","f__Bacillaceae_C","g__Lederbergia","s__Lederbergia galactosidilytica","Contig","none","GCA_017873565.1","none","none","representative genome",217031,217031,"facultative anaerobe","facultative"
"RS_GCF_001591445.1",99.98,2.01,98.29,4.01,38.694980883562,5159434,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Neobacillus;s__Neobacillus drentensis","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_B","f__DSM-18226","g__Neobacillus","s__Neobacillus drentensis","Contig","none","GCA_001591445.1","none","none","na",220684,1314752,"facultative anaerobe","facultative"
